Ich bin.;I am.
Er wollte uns eigentlich abholen, doch der Wagen sprang nicht an.;He actually wanted to pick us up, but the car wouldn't start.
Ich möchte lieber am Fenster sitzen.;I would rather sit by the window.
Wüsste ich einen besseren Weg, so schlüge ich ihn vor.;If I knew a better way, I would propose it.
Käme das Paket bis Freitag, so wäre alles rechtzeitig fertig.;If the parcel came by Friday, everything would be ready in time.
Ginge die Heizung wieder, so fröre hier niemand mehr.;If the heating worked again, no one would freeze here anymore.
Gäbe er sich mehr Mühe, so bestünde er die Prüfung.;If he made more effort, he would pass the examination.
Ließe sich das reparieren, so kaufte ich kein neues Gerät.;If that could be repaired, I wouldn't buy a new device.
Bliebe der Preis stabil, so planten wir den Umbau ein.;If the price stayed stable, we would plan the renovation.
Fände sich ein Käufer, so verkauften sie das Haus sofort.;If a buyer were found, they would sell the house at once.
Nähme man Rücksicht, so entstünde weniger Streit.;If people showed consideration, less conflict would arise.
Hielte das Wetter, so wanderten wir bis zum See.;If the weather held, we would hike to the lake.
Brächten sie den Wagen früher, so kämen wir pünktlich an.;If they brought the car earlier, we would arrive on time.
Dächte man länger nach, so entschiede man anders.;If one thought longer, one would decide differently.
Spräche man offen darüber, so klärte sich vieles.;If people spoke openly about it, much would be cleared up.
Träte das Gesetz in Kraft, so änderte sich der Alltag spürbar.;If the law came into force, daily life would change noticeably.
Stünde mehr Zeit zur Verfügung, so prüften wir jedes Detail.;If more time were available, we would check every detail.
Säßen wir näher an der Bühne, so hörten wir besser.;If we sat nearer the stage, we would hear better.
Läge weniger Schnee, so führe der Bus regulär.;If there were less snow, the bus would run normally.
Fielen die Zinsen, so nähmen viele einen Kredit auf.;If interest rates fell, many would take out a loan.
Riefe man rechtzeitig an, so bekäme man noch einen Tisch.;If one called in time, one would still get a table.
Schriebe er leserlicher, so verstünde man seine Notizen.;If he wrote more legibly, one would understand his notes.
Zöge sich die Sache hin, so verlören wir den Auftrag.;If the matter dragged on, we would lose the contract.
Trüge sie festere Schuhe, so ermüdete sie nicht so schnell.;If she wore sturdier shoes, she wouldn't tire so quickly.
Führen wir über die Autobahn, so sparten wir eine Stunde.;If we drove on the motorway, we would save an hour.
Flögen wir am Morgen, so hätten wir den ganzen Tag vor uns.;If we flew in the morning, we would have the whole day ahead of us.
Schliefen die Kinder länger, so hätte sie mehr Ruhe.;If the children slept longer, she would have more peace.
Bekämen wir eine Antwort, so planten wir weiter.;If we got an answer, we would plan further.
Verlöre sie den Schlüssel, so müsste man das Schloss wechseln.;If she lost the key, one would have to change the lock.
Gewönnen sie das Spiel, so feierte die ganze Stadt.;If they won the match, the whole city would celebrate.
Empfähle er ein anderes Verfahren, so folgte man ihm sicher.;If he recommended a different method, people would surely follow him.
Geschähe das noch einmal, so zöge man Konsequenzen.;If that happened again, consequences would be drawn.
Bräuchten wir mehr Platz, so mieteten wir eine größere Halle.;If we needed more space, we would rent a bigger hall.
Täten alle mit, so wäre die Sache in einer Stunde erledigt.;If everyone joined in, the thing would be done in an hour.
Sähen die Nachbarn das, so redeten sie tagelang darüber.;If the neighbors saw that, they would talk about it for days.
Äßen wir früher, so hätten wir den Abend noch für uns.;If we ate earlier, we would still have the evening to ourselves.
Tränken sie mehr Wasser, so hielten sie die Hitze besser aus.;If they drank more water, they would bear the heat better.
Hülfe die Stadt mit, so gelänge das Projekt bestimmt.;If the city helped out, the project would surely succeed.
Würfe man den Ballast ab, so stiege der Ballon höher.;If the ballast were thrown off, the balloon would rise higher.
Liefe die Maschine ruhiger, so beschwerte sich niemand.;If the machine ran more quietly, no one would complain.
Schlössen die Läden früher, so blieben die Straßen leer.;If the shops closed earlier, the streets would stay empty.
Genössen sie den Urlaub, so kehrten sie erholt zurück.;If they enjoyed the holiday, they would return refreshed.
Begänne die Sitzung pünktlich, so endete sie auch früher.;If the meeting began on time, it would also end earlier.
Gälte hier Tempo dreißig, so wäre es deutlich sicherer.;If a thirty limit applied here, it would be considerably safer.
Rieten mir alle davon ab, so überlegte ich es mir noch einmal.;If everyone advised me against it, I would think it over again.
Schlügen sie einen anderen Weg vor, so hörte ich zu.;If they proposed another way, I would listen.
Wüchsen die Preise weiter, so änderte sich das Kaufverhalten.;If prices kept growing, buying behavior would change.
Wüschen wir die Vorhänge, so wirkte das Zimmer heller.;If we washed the curtains, the room would look brighter.
Träfen sich beide Seiten, so ließe sich ein Kompromiss finden.;If both sides met, a compromise could be found.
Vergäßen wir die Karten, so kämen wir nicht hinein.;If we forgot the tickets, we wouldn't get in.
Läsen mehr Leute den Bericht, so wüsste jeder Bescheid.;If more people read the report, everyone would know.
Griffen die Behörden ein, so hörte der Lärm sofort auf.;If the authorities intervened, the noise would stop at once.
Schiene der Mond heller, so brauchten wir keine Lampe.;If the moon shone brighter, we wouldn't need a lamp.
Stiegen wir hier aus, so gingen wir zehn Minuten zu Fuß.;If we got off here, we would walk ten minutes.
Liehen sie uns das Auto, so führen wir gleich los.;If they lent us the car, we would set off right away.
Schnitten wir die Hecke, so sähe der Garten gepflegt aus.;If we cut the hedge, the garden would look well kept.
Ritten wir am Fluss entlang, so bräuchten wir zwei Stunden.;If we rode along the river, we would need two hours.
Stritte man weniger, so käme man schneller voran.;If people argued less, one would make faster progress.
Höbe man die Sperre auf, so füllte sich die Straße wieder.;If the barrier were lifted, the street would fill up again.
Bräche der Sturm los, so suchten alle Schutz.;If the storm broke out, everyone would seek shelter.
Mäße man die Strecke nach, so stimmte die Angabe nicht.;If one measured the route, the figure wouldn't be right.
Bäten wir früher darum, so bekämen wir noch Karten.;If we asked for it earlier, we would still get tickets.
Röchen die Blumen so stark, so stellte ich sie hinaus.;If the flowers smelled that strong, I would put them outside.
Böten sie einen Rabatt, so bestellte ich mehr.;If they offered a discount, I would order more.
Löge die Zeitung, so verlöre sie ihre Leser.;If the newspaper lied, it would lose its readers.
Wögen die Koffer weniger, so nähme ich beide mit.;If the suitcases weighed less, I would take both along.
Fingen wir jetzt an, so wären wir am Abend fertig.;If we started now, we would be done by evening.
Hingen die Schilder tiefer, so läse man sie besser.;If the signs hung lower, one would read them better.
Lüde man uns ein, so sagten wir sofort zu.;If we were invited, we would accept at once.
Schüfe man klare Regeln, so gäbe es weniger Streit.;If clear rules were created, there would be less conflict.
Könnte ich das rückgängig machen, so täte ich es sofort.;If I could undo that, I would do it at once.
Müsste ich wählen, so nähme ich das kleinere Zimmer.;If I had to choose, I would take the smaller room.
Dürfte man hier parken, so spartest du dir den Umweg.;If one were allowed to park here, you would save yourself the detour.
Sollte er anrufen, so gib ihm bitte meine Nummer.;Should he call, please give him my number.
Wollten sie wirklich helfen, so kämen sie längst.;If they really wanted to help, they would have come long ago.
Möchtest du mitkommen, so sag mir bis morgen Bescheid.;If you'd like to come along, let me know by tomorrow.
Wüsste er um die Lage, so entschiede er anders.;If he knew the situation, he would decide differently.
Käme keine Antwort, so hakte ich noch einmal nach.;If no answer came, I would follow up once more.
Ginge das Gerät kaputt, so bekämen wir ein neues.;If the device broke, we would get a new one.
Gäbe man ihm eine Chance, so bewiese er sein Können.;If he were given a chance, he would prove his ability.
Ließe man mich ausreden, so klärte sich das Missverständnis.;If I were allowed to finish, the misunderstanding would clear up.
Bliebe die Tür offen, so zöge es im ganzen Flur.;If the door stayed open, there would be a draft in the whole hallway.
Fände die Feier draußen statt, so kämen mehr Leute.;If the party took place outside, more people would come.
Nähme er den Rat an, so ersparte er sich viel Ärger.;If he took the advice, he would spare himself a lot of trouble.
Hielte der Frost an, so erfröre die junge Saat.;If the frost continued, the young seed would freeze.
Brächte die Post den Brief heute, so antwortete ich sofort.;If the post brought the letter today, I would answer at once.
Dächten wir praktischer, so lösten wir das Problem schneller.;If we thought more practically, we would solve the problem faster.
Spräche er die Sprache, so fiele ihm die Arbeit leichter.;If he spoke the language, the work would come easier to him.
Träte sie dem Verein bei, so hätte sie schnell Anschluss.;If she joined the club, she would quickly find company.
Stünde der Wagen in der Garage, so wäre er nicht verschneit.;If the car stood in the garage, it wouldn't be covered in snow.
Säße er nicht so weit hinten, so hörte er den Vortrag.;If he weren't sitting so far back, he would hear the lecture.
Läge das Buch griffbereit, so schlüge ich schnell nach.;If the book were within reach, I would quickly look it up.
Fiele die Entscheidung heute, so planten wir sofort weiter.;If the decision came today, we would plan further at once.
Riefen mehr Kunden an, so stellten wir jemanden ein.;If more customers called, we would hire someone.
Schriebe man alles auf, so vergäße man nichts.;If one wrote everything down, one would forget nothing.
Zöge man die Bremse, so hielte der Wagen sofort.;If one pulled the brake, the vehicle would stop at once.
Trügen alle einen Helm, so gäbe es weniger Verletzungen.;If everyone wore a helmet, there would be fewer injuries.
Führe man langsamer, so hörte man den Motor kaum.;If one drove more slowly, one would hardly hear the engine.
Flöhe er über die Grenze, so verlöre er alles.;If he fled across the border, he would lose everything.
Schliefe ich vor der Fahrt, so wäre ich konzentrierter.;If I slept before the drive, I would be more focused.
Hieße es anders im Vertrag, so unterschriebe ich nicht.;If it said something else in the contract, I wouldn't sign.
Bekäme das Kind mehr Schlaf, so lernte es leichter.;If the child got more sleep, it would learn more easily.
Verlören wir die Unterlagen, so begänne alles von vorn.;If we lost the documents, everything would start over.
Gewönne die Vernunft die Oberhand, so endete der Streit.;If reason gained the upper hand, the quarrel would end.
Empfähle mir jemand ein gutes Buch, so läse ich es sofort.;If someone recommended a good book to me, I would read it at once.
Geschähe ein Unglück, so wüsste jeder, was zu tun ist.;If an accident happened, everyone would know what to do.
Bräuchte er Rat, so käme er bestimmt zu mir.;If he needed advice, he would surely come to me.
Täte ihm die Wahrheit weh, so sagte ich sie trotzdem.;If the truth hurt him, I would say it anyway.
Sähe man das Ergebnis, so verstünde man den Aufwand.;If one saw the result, one would understand the effort.
Äße man langsamer, so schmeckte das Essen besser.;If one ate more slowly, the food would taste better.
Tränke er weniger, so ginge es ihm morgen besser.;If he drank less, he would feel better tomorrow.
Hülfen mehr Leute mit, so wäre der Umzug schnell erledigt.;If more people helped out, the move would be done quickly.
Liefe alles nach Plan, so wären wir schon fertig.;If everything ran according to plan, we would already be finished.
Schlösse man die Lücke, so käme kein Wasser mehr herein.;If the gap were closed, no more water would come in.
Begänne es zu regnen, so brächen wir sofort auf.;If it began to rain, we would set off at once.
Gälte die Ausnahme auch für uns, so sparten wir viel Geld.;If the exception applied to us too, we would save a lot of money.
Riete mir mein Vater dazu, so folgte ich ihm.;If my father advised me to, I would follow him.
Schlüge er einen Termin vor, so richtete ich mich danach.;If he proposed a date, I would arrange myself accordingly.
Wüchse hier weniger Unkraut, so bliebe mehr Zeit für anderes.;If less weed grew here, more time would remain for other things.
Träfe die Lieferung morgen ein, so hielten wir die Frist.;If the delivery arrived tomorrow, we would meet the deadline.
Vergäße ich einmal den Schlüssel, so käme ich nicht hinein.;If I ever forgot the key, I wouldn't get in.
Läse er die Bedingungen, so unterschriebe er nicht so schnell.;If he read the conditions, he wouldn't sign so quickly.
Schiene mir das sinnvoll, so machte ich sofort mit.;If that seemed sensible to me, I would join in at once.
Stiege der Fluss weiter, so räumten wir den Keller.;If the river rose further, we would clear out the cellar.
Schnitte ich das Brot dünner, so reichte es zwei Tage.;If I cut the bread thinner, it would last two days.
Hülfe mir jemand beim Tragen, so wäre die Kiste rasch oben.;If someone helped me carry it, the crate would be upstairs quickly.
Büke sie das Brot selbst, so schmeckte es weit besser.;If she baked the bread herself, it would taste far better.
Stürbe der alte Baum, so verlöre der Hof seinen Schatten.;If the old tree died, the farm would lose its shade.
Lüde man mich ein, so käme ich mit Freuden.;If I were invited, I would come gladly.
Schüfe man klare Regeln, so entstünde weniger Streit.;If clear rules were created, less conflict would arise.
Böte man mir das Doppelte, so überlegte ich es mir dennoch.;If I were offered double, I would still think it over.
Löge er mich an, so merkte ich es augenblicklich.;If he lied to me, I would notice it instantly.
Röche es nach Rauch, so weckte ich sofort die Kinder.;If it smelled of smoke, I would wake the children at once.
Fröre das Wasser in der Leitung, so bärste das Rohr.;If the water in the pipe froze, the pipe would burst.
Bärge man die Ladung rechtzeitig, so bliebe sie unversehrt.;If the cargo were recovered in time, it would remain intact.
Verdürbe das Fleisch, so müssten wir alles fortwerfen.;If the meat spoiled, we would have to throw everything away.
Schwömme er über den See, so bräuchte er eine halbe Stunde.;If he swam across the lake, he would need half an hour.
Söffe das Vieh weniger, so reichte der Brunnen den Sommer über.;If the cattle drank less, the well would last through the summer.
Zöge der Nebel auf, so fänden wir den Weg kaum zurück.;If fog came up, we would hardly find the way back.
Spönne sie das Garn selbst, so wäre der Stoff haltbarer.;If she spun the yarn herself, the cloth would be more durable.
Sänne er länger darüber nach, so käme er zu einem anderen Schluss.;If he pondered it longer, he would come to a different conclusion.
Begönne der Winter früher, so blieben die Vorräte knapp.;If winter began earlier, the provisions would stay scarce.
Zerränne das Geld so weiter, so stünde er bald mittellos da.;If the money kept melting away like that, he would soon be penniless.
Schmölze der Schnee zu rasch, so träte der Fluss über die Ufer.;If the snow melted too quickly, the river would burst its banks.
Klömme er auf die Mauer, so sähe er den ganzen Hof.;If he climbed onto the wall, he would see the whole yard.
Glömme das Feuer noch, so entfachte ich es neu.;If the fire were still glowing, I would rekindle it.
Erlösche die Kerze, so säßen wir im Dunkeln.;If the candle went out, we would sit in the dark.
Schölte er den Jungen zu hart, so verstummte dieser ganz.;If he scolded the boy too harshly, the boy would fall completely silent.
Hübe man die Sperre auf, so füllte sich die Straße sofort.;If the barrier were lifted, the street would fill up at once.
Wöbe sie den Stoff nach altem Muster, so fände er reißenden Absatz.;If she wove the cloth in the old pattern, it would sell fast.
Mölke die Magd früher, so wäre die Milch bis Mittag im Ort.;If the maid milked earlier, the milk would be in the village by noon.
Schwüre er einen Eid, so glaubte ihm das ganze Dorf.;If he swore an oath, the whole village would believe him.
Föchte er um sein Recht, so gewönne er am Ende doch.;If he fought for his right, he would win in the end after all.
Flöchte man die Körbe fester, so hielten sie ein Leben lang.;If the baskets were woven tighter, they would last a lifetime.
Schliffe man die Klinge nach, so schnitte sie wieder mühelos.;If the blade were honed, it would cut effortlessly again.
Schlichen sie sich fort, so bemerkte es niemand.;If they crept away, no one would notice.
Bissen die Hunde zu, so gäbe es ein Unglück.;If the dogs bit, there would be a disaster.
Erlösche das Licht im Turm, so verirrten sich die Schiffe.;If the light in the tower went out, the ships would lose their way.
Schwände die Hoffnung ganz, so gäbe er endgültig auf.;If hope vanished entirely, he would give up for good.
Bände man das Bündel fester, so ginge unterwegs nichts verloren.;If the bundle were tied tighter, nothing would be lost on the way.
Fände sich ein Zeuge, so nähme der Fall eine andere Wendung.;If a witness were found, the case would take a different turn.
Verschwände der Nebel, so erkennte man das Ufer von hier.;If the fog disappeared, one would make out the bank from here.
Schösse er besser, so träfe er die Scheibe jedes Mal.;If he shot better, he would hit the target every time.
Genösse sie den Abend, so spräche sie nicht ständig von der Arbeit.;If she enjoyed the evening, she wouldn't constantly speak of work.
Ergösse sich der Regen so weiter, so stünde der Keller unter Wasser.;If the rain kept pouring like that, the cellar would be under water.
Schlösse man das Tor bei Nacht, so käme kein Fremder herein.;If the gate were closed at night, no stranger would get in.
Sprösse die Saat gleichmäßig, so fiele die Ernte reicher aus.;If the seed sprouted evenly, the harvest would turn out richer.
Trüge der Ast das Gewicht, so kletterte er hinauf.;If the branch bore the weight, he would climb up.
Grübe man tiefer, so stieße man auf Wasser.;If one dug deeper, one would strike water.
Stieße das Boot auf einen Felsen, so sänke es binnen Minuten.;If the boat struck a rock, it would sink within minutes.
Sänke der Preis auf die Hälfte, so kaufte ich zwei davon.;If the price sank by half, I would buy two of them.
Empfinge sie den Gast selbst, so fühlte er sich gleich willkommen.;If she received the guest herself, he would feel welcome at once.
Unterhielte er die Runde, so verginge der Abend im Nu.;If he entertained the company, the evening would fly by.
Bewöge ihn das nicht, so bewegte ihn gar nichts mehr.;If that didn't move him, nothing would move him anymore.
Erwöge man alle Möglichkeiten, so entschiede man klüger.;If all possibilities were weighed, one would decide more wisely.
Wüchse der Hafer schneller, so mähte man ihn schon im Juli.;If the oats grew faster, they would be mown as early as July.
Schwiege er dazu, so nähme man es für ein Eingeständnis.;If he kept silent about it, it would be taken as an admission.
Mahlte die Mühle noch, so bräuchte niemand das Korn zu tragen.;If the mill still ground, no one would need to carry the grain.
Briete man den Fisch zu lange, so verlöre er allen Saft.;If the fish were fried too long, it would lose all its juice.
Höbe sich der Vorhang, so verstummte der ganze Saal.;If the curtain rose, the whole hall would fall silent.
Zöge man den Nagel heraus, so fiele das Regal herunter.;If the nail were pulled out, the shelf would fall down.
Bewürbe er sich rechtzeitig, so bekäme er die Stelle wohl.;If he applied in time, he would probably get the position.
Verdürben die Vorräte, so hungerte man bis zum Frühjahr.;If the provisions spoiled, one would go hungry until spring.
Mieden sie den Weg, so verlören sie eine ganze Stunde.;If they avoided the path, they would lose a whole hour.
Rieben sich die Räder weiter, so bräche die Achse entzwei.;If the wheels kept rubbing, the axle would break in two.
Schlüge das Wetter um, so kehrten wir sofort um.;If the weather turned, we would turn back at once.
Erschräke das Pferd, so risse es sich womöglich los.;If the horse took fright, it might tear itself loose.
Nähme man Rücksicht aufeinander, so verginge der Winter leichter.;If people showed consideration for one another, the winter would pass more easily.
Hielte das Eis noch, so gingen die Kinder aufs Wasser.;If the ice still held, the children would go onto the water.
Verzöge sich die Lieferung, so verlören wir den Auftrag.;If the delivery were delayed, we would lose the contract.
Erklömme er den Gipfel, so sähe er drei Länder auf einmal.;If he scaled the summit, he would see three countries at once.
Verbärge er die Papiere gut, so fände sie niemand.;If he hid the papers well, no one would find them.
