Ich bin.;I am.
Obgleich er sich beeilte, verpasste er den Zug.;Although he hurried, he missed the train.
Sofern Sie einverstanden sind, beginnen wir sofort.;Provided you agree, we'll begin at once.
Falls es schneit, bleiben die Schulen geschlossen.;In case it snows, the schools stay closed.
Wir sollten uns beeilen, zumal die Zeit knapp wird.;We should hurry, especially since time is getting short.
Sie las den Bericht, wobei sie sich Notizen machte.;She read the report, taking notes as she went.
Das Gesetz trat in Kraft, wonach sich vieles änderte.;The law came into force, after which much changed.
Je näher der Termin rückte, desto nervöser wurde sie.;The closer the deadline came, the more nervous she became.
Sowohl die Kritiker als auch das Publikum lobten das Stück.;Both the critics and the audience praised the play.
Weder Geld noch gute Worte konnten ihn umstimmen.;Neither money nor kind words could change his mind.
Entweder er ändert sein Verhalten, oder er verliert die Stelle.;Either he changes his behavior, or he loses the job.
Zwar kenne ich den Weg, aber ich bin unsicher.;I know the way, admittedly, but I'm unsure.
Sie beruhigte das Kind, indem sie ihm eine Geschichte erzählte.;She calmed the child by telling it a story.
Der Nebel war dicht, sodass man kaum die Hand vor Augen sah.;The fog was thick, so that one could hardly see one's hand.
Er sparte jeden Monat etwas, damit er sich ein Auto leisten kann.;He saved something each month so that he could afford a car.
Obgleich die Prüfung schwer war, bestand sie mit Bestnote.;Although the exam was hard, she passed with top marks.
Sofern der Vorrat reicht, erhält jeder ein Exemplar.;While supplies last, everyone receives a copy.
Falls du nicht kommen kannst, sag rechtzeitig Bescheid.;In case you can't come, let me know in time.
Der Vorschlag überzeugte alle, zumal er nichts kostete.;The proposal convinced everyone, especially since it cost nothing.
Er unterschrieb sofort, wobei er die Bedingungen kaum las.;He signed at once, barely reading the conditions.
Sie zog in die Stadt, wonach sie ihre alten Freunde selten sah.;She moved to the city, after which she rarely saw her old friends.
Je größer die Erwartung, desto tiefer die Enttäuschung.;The greater the expectation, the deeper the disappointment.
Sowohl der Preis als auch die Qualität überzeugten uns.;Both the price and the quality convinced us.
Weder die Suppe noch der Nachtisch schmeckte ihm.;Neither the soup nor the dessert tasted good to him.
Entweder nehmen wir den Zug, oder wir fahren mit dem Auto.;Either we take the train, or we go by car.
Zwar ist das Verfahren teuer, aber es spart langfristig Zeit.;The procedure is expensive, admittedly, but it saves time in the long run.
Er verdiente sich das Vertrauen, indem er stets pünktlich lieferte.;He earned trust by always delivering on time.
Der Motor war überhitzt, sodass wir anhalten mussten.;The engine was overheated, so that we had to stop.
Wir stellten Schilder auf, damit sich niemand verläuft.;We put up signs so that no one gets lost.
Obgleich es spät war, wollte niemand nach Hause.;Although it was late, no one wanted to go home.
Sofern die Bank zustimmt, kaufen wir das Haus.;Provided the bank agrees, we'll buy the house.
Falls Sie unzufrieden sind, erstatten wir den Betrag.;In case you're dissatisfied, we'll refund the amount.
Der Plan ist riskant, zumal wir kaum Erfahrung haben.;The plan is risky, especially since we have hardly any experience.
Sie erklärte die Aufgabe, wobei sie ein Beispiel an die Tafel schrieb.;She explained the task, writing an example on the board.
Man kürzte das Budget, wonach mehrere Projekte scheiterten.;The budget was cut, after which several projects failed.
Je öfter man es hört, desto weniger stört es.;The more often you hear it, the less it bothers you.
Sowohl die Theorie als auch die Praxis kommen zu kurz.;Both the theory and the practice fall short.
Weder Regen noch Kälte hielten die Wanderer auf.;Neither rain nor cold stopped the hikers.
Entweder das Ergebnis stimmt, oder wir haben uns verrechnet.;Either the result is right, or we've miscalculated.
Zwar war die Reise lang, aber sie lohnte sich.;The journey was long, admittedly, but it was worth it.
Sie festigte ihren Ruf, indem sie jedes Versprechen hielt.;She solidified her reputation by keeping every promise.
Die Halle war überfüllt, sodass viele draußen bleiben mussten.;The hall was overcrowded, so that many had to stay outside.
Er schrieb die Nummer auf, damit er sie nicht vergisst.;He wrote the number down so that he wouldn't forget it.
Obgleich niemand ihn kannte, hörten ihm alle zu.;Although no one knew him, everyone listened to him.
Sofern es die Zeit erlaubt, besichtigen wir das Schloss.;Time permitting, we'll visit the castle.
Falls der Termin platzt, verschieben wir ihn auf Montag.;In case the appointment falls through, we'll move it to Monday.
Wir sollten investieren, zumal die Zinsen niedrig sind.;We should invest, especially since interest rates are low.
Er beantwortete jede Frage, wobei er stets ruhig blieb.;He answered every question, always staying calm.
Die Firma wurde verkauft, wonach viele Mitarbeiter kündigten.;The company was sold, after which many employees quit.
Je besser die Vorbereitung, desto ruhiger der Auftritt.;The better the preparation, the calmer the performance.
Sowohl mündlich als auch schriftlich überzeugte sie.;She convinced both orally and in writing.
Weder er noch seine Kollegen wussten von der Änderung.;Neither he nor his colleagues knew about the change.
Entweder Sie zahlen jetzt, oder wir leiten Schritte ein.;Either you pay now, or we take steps.
Zwar hat er sich entschuldigt, aber der Schaden bleibt.;He apologized, to be sure, but the damage remains.
Sie überzeugte das Gremium, indem sie klare Zahlen vorlegte.;She convinced the committee by presenting clear figures.
Das Konzert war ausverkauft, sodass wir keine Karten bekamen.;The concert was sold out, so that we got no tickets.
Er dämpfte das Licht, damit die Kinder besser einschliefen.;He dimmed the light so that the children would fall asleep more easily.
Obgleich sie wenig verdiente, spendete sie regelmäßig.;Although she earned little, she donated regularly.
Sofern keine Einwände bestehen, gilt der Antrag als angenommen.;Provided there are no objections, the motion is deemed accepted.
Falls das Paket nicht ankommt, wenden Sie sich an uns.;In case the package doesn't arrive, contact us.
Der Ort ist beliebt, zumal er gut erreichbar ist.;The place is popular, especially since it's easy to reach.
Sie führte durch das Museum, wobei sie viele Anekdoten erzählte.;She led through the museum, telling many anecdotes along the way.
Er verlor den Prozess, wonach er in Berufung ging.;He lost the case, after which he appealed.
Je später der Abend, desto lauter wurde die Musik.;The later the evening, the louder the music grew.
Sowohl in der Stadt als auch auf dem Land steigen die Mieten.;Rents are rising both in the city and in the country.
Weder das eine noch das andere Argument überzeugte mich.;Neither the one nor the other argument convinced me.
Entweder wir handeln jetzt, oder es ist zu spät.;Either we act now, or it's too late.
Zwar klingt die Idee gut, aber die Umsetzung ist schwierig.;The idea sounds good, admittedly, but the implementation is difficult.
Man gewinnt sein Vertrauen, indem man ehrlich zu ihm ist.;You win his trust by being honest with him.
Die Brücke war gesperrt, sodass wir einen Umweg fahren mussten.;The bridge was closed, so that we had to take a detour.
Sie wiederholte die Regel, damit sie sich einprägt.;She repeated the rule so that it would stick.
Obgleich der Weg weit war, gingen wir zu Fuß.;Although the way was far, we walked.
Nachdem der Regen aufgehört hatte, gingen wir spazieren.;After the rain had stopped, we went for a walk.
Bevor du unterschreibst, lies bitte das Kleingedruckte.;Before you sign, please read the fine print.
Während sie kochte, deckte er den Tisch.;While she cooked, he set the table.
Seitdem er umgezogen ist, sehen wir uns selten.;Since he moved, we rarely see each other.
Solange der Vorrat reicht, geben wir Rabatt.;As long as the supply lasts, we give a discount.
Sobald die Ampel grün wird, fahren wir los.;As soon as the light turns green, we set off.
Bis der Arzt kommt, sollten Sie sich hinlegen.;Until the doctor comes, you should lie down.
Als ich klein war, wohnten wir auf dem Land.;When I was little, we lived in the country.
Sooft ich ihn treffe, hat er schlechte Laune.;Whenever I meet him, he's in a bad mood.
Ehe wir uns versahen, war der Sommer vorbei.;Before we knew it, the summer was over.
Anstatt zu helfen, stand er nur daneben.;Instead of helping, he just stood by.
Ohne dass wir es merkten, verging die Zeit.;Without our noticing, time passed.
Statt dass er sich entschuldigte, wurde er noch frecher.;Instead of apologizing, he got even cheekier.
Kaum dass wir angekommen waren, begann es zu regnen.;No sooner had we arrived than it began to rain.
Insofern du recht hast, gebe ich dir recht.;Insofar as you're right, I concede the point.
Angenommen, es klappt nicht, was machen wir dann?;Supposing it doesn't work, what do we do then?
Vorausgesetzt, alle sind einverstanden, beginnen wir.;Assuming everyone agrees, we'll begin.
Es sei denn, du hast eine bessere Idee.;Unless you have a better idea.
Wenngleich er sich mühte, gelang es ihm nicht.;Even though he tried hard, he didn't succeed.
Wohingegen die einen jubelten, schwiegen die anderen.;Whereas some cheered, the others stayed silent.
Während die Preise steigen, sinken die Löhne.;While prices rise, wages fall.
Da niemand widersprach, galt der Vorschlag als angenommen.;Since no one objected, the proposal was deemed accepted.
Weil es spät wurde, brachen wir auf.;Because it was getting late, we set off.
Nachdem wir bezahlt hatten, verließen wir das Lokal.;After we had paid, we left the restaurant.
Bevor die Gäste kamen, räumte sie schnell auf.;Before the guests came, she quickly tidied up.
Indes die Kinder schliefen, arbeiteten die Eltern weiter.;While the children slept, the parents worked on.
Solange du hier wohnst, gelten meine Regeln.;As long as you live here, my rules apply.
Sobald ich mehr weiß, rufe ich dich an.;As soon as I know more, I'll call you.
Bis die Reparatur fertig ist, benutzen wir das alte Gerät.;Until the repair is finished, we'll use the old device.
Als der Zug einfuhr, drängten alle nach vorn.;When the train pulled in, everyone pushed forward.
Sooft es das Wetter erlaubte, saßen wir im Garten.;Whenever the weather allowed, we sat in the garden.
Ehe der Winter kam, deckten wir das Dach neu.;Before the winter came, we re-roofed the house.
Anstatt sich zu freuen, machte er sich Sorgen.;Instead of being happy, he worried.
Ohne dass jemand es bemerkte, verschwand sie.;Without anyone noticing, she disappeared.
Kaum dass er saß, klingelte das Telefon.;No sooner had he sat down than the phone rang.
Angenommen, der Plan scheitert, haben wir einen Ersatz?;Supposing the plan fails, do we have a backup?
Vorausgesetzt, das Geld reicht, kaufen wir zwei.;Provided the money is enough, we'll buy two.
Es sei denn, es regnet, dann bleiben wir drinnen.;Unless it rains, in which case we stay inside.
Wenngleich das Zimmer klein war, fühlten wir uns wohl.;Even though the room was small, we felt comfortable.
Wohingegen er alles plante, handelte sie spontan.;Whereas he planned everything, she acted spontaneously.
Da die Straße gesperrt war, mussten wir umkehren.;Since the road was closed, we had to turn back.
Nachdem die Ferien vorbei waren, begann der Ernst des Lebens.;After the holidays were over, real life began.
Bevor ich es vergesse: Ruf bitte deine Mutter an.;Before I forget: please call your mother.
Während des Konzerts durfte niemand fotografieren.;During the concert no one was allowed to photograph.
Seit er in Rente ist, malt er wieder.;Since he retired, he paints again.
Solange ich denken kann, war das Haus grün.;For as long as I can remember, the house was green.
Sobald die Sonne aufging, brachen die Wanderer auf.;As soon as the sun rose, the hikers set off.
Bis wir eine Lösung finden, ruht das Projekt.;Until we find a solution, the project is on hold.
Als sie eintrat, verstummten alle Gespräche.;When she entered, all conversations fell silent.
Sooft er anrief, war gerade niemand da.;Whenever he called, no one happened to be there.
Ehe man sich beschwert, sollte man die Fakten prüfen.;Before one complains, one should check the facts.
Anstatt zu warten, ging sie einfach hinein.;Instead of waiting, she simply went in.
Ohne dass er es wollte, verriet sein Gesicht alles.;Without his wanting it, his face gave everything away.
Kaum dass die Tür zu war, brach das Gelächter los.;No sooner was the door closed than the laughter broke out.
Angenommen, du hättest gewonnen, was dann?;Supposing you had won, what then?
Vorausgesetzt, wir starten früh, sind wir mittags da.;Provided we start early, we'll be there by noon.
Es sei denn, jemand hat etwas dagegen.;Unless someone objects.
Wenngleich die Kritik hart war, war sie berechtigt.;Even though the criticism was harsh, it was justified.
Wohingegen der Norden regnerisch ist, scheint im Süden die Sonne.;Whereas the north is rainy, the sun shines in the south.
Da wir Stammgäste sind, bekamen wir einen besseren Tisch.;Since we're regulars, we got a better table.
Nachdem er sich vorgestellt hatte, begann das Gespräch.;After he had introduced himself, the conversation began.
Bevor der Film anfing, ging das Licht aus.;Before the film began, the lights went out.
Während er redete, machte sie sich Notizen.;While he spoke, she took notes.
Seitdem die Fabrik schloss, ist der Ort still geworden.;Since the factory closed, the place has become quiet.
Solange es hell ist, arbeiten wir draußen.;As long as it's light, we work outside.
Sobald du fertig bist, gib mir Bescheid.;As soon as you're finished, let me know.
Bis das Ergebnis feststeht, warten wir ab.;Until the result is confirmed, we'll wait.
Als der Sturm nachließ, wagten wir uns hinaus.;When the storm let up, we ventured outside.
Sooft ich diese Straße entlanggehe, denke ich an früher.;Whenever I walk down this street, I think of the old days.
Ehe wir eine Entscheidung treffen, hören wir alle Seiten.;Before we make a decision, we hear all sides.
Anstatt sich zu beschweren, packte sie mit an.;Instead of complaining, she pitched in.
Ohne dass wir es planten, wurde es ein langer Abend.;Without our planning it, it turned into a long evening.
Kaum dass er gegangen war, sprach man über ihn.;No sooner had he left than people spoke about him.
Angenommen, alles läuft glatt, sind wir früh fertig.;Supposing everything runs smoothly, we'll finish early.
Vorausgesetzt, das Wetter hält, grillen wir im Garten.;Provided the weather holds, we'll barbecue in the garden.
Es sei denn, du ziehst es vor, allein zu gehen.;Unless you prefer to go alone.
Wenngleich er reich war, lebte er sehr bescheiden.;Even though he was rich, he lived very modestly.
Wohingegen die alten Häuser blieben, verschwand der Markt.;Whereas the old houses remained, the market disappeared.
Da es keine Alternative gab, stimmten wir zu.;Since there was no alternative, we agreed.
Nachdem die Kinder ausgezogen waren, wurde es still im Haus.;After the children had moved out, it became quiet in the house.
Bevor du das Gerät benutzt, lade den Akku vollständig.;Before you use the device, charge the battery fully.
Während wir aßen, klingelte es an der Tür.;While we ate, the doorbell rang.
Seit sie den Kurs besucht, spricht sie fließend.;Since she's been taking the course, she speaks fluently.
Solange niemand zahlt, geht die Arbeit nicht weiter.;As long as no one pays, the work doesn't continue.
Sobald der Vertrag steht, informieren wir die Presse.;As soon as the contract is settled, we'll inform the press.
Bis Ersatz gefunden ist, übernimmt sie die Aufgaben.;Until a replacement is found, she takes on the duties.
Als man ihn fragte, wusste er keine Antwort.;When he was asked, he had no answer.
Sooft es dunkel wurde, zündeten sie die Laternen an.;Whenever it got dark, they lit the lanterns.
Ehe die Frist abläuft, müssen wir den Antrag stellen.;Before the deadline expires, we have to file the application.
Anstatt zu klagen, suchte er nach Lösungen.;Instead of complaining, he looked for solutions.
Ohne dass es geplant war, entstand eine Freundschaft.;Without its being planned, a friendship arose.
Kaum dass das Wort gefallen war, bereute er es.;No sooner had the word been spoken than he regretted it.
Angenommen, wir verpassen den Zug, gibt es einen späteren.;Supposing we miss the train, there's a later one.
Vorausgesetzt, du hilfst mir, schaffen wir es bis heute Abend.;Provided you help me, we'll manage it by this evening.
Es sei denn, die Umstände ändern sich grundlegend.;Unless the circumstances change fundamentally.
Wenngleich sie zögerte, sagte sie schließlich zu.;Even though she hesitated, she finally accepted.
Wohingegen die Theorie überzeugt, hapert es an der Praxis.;Whereas the theory convinces, the practice is lacking.
Da die Nachfrage stieg, erhöhte man die Produktion.;Since demand rose, production was increased.
Nachdem alles gesagt war, herrschte langes Schweigen.;After everything had been said, a long silence reigned.
Bevor ihr geht, räumt bitte eure Plätze auf.;Before you go, please clear your places.
