Ich bin.; I am.
Wir mussten die Bestellung ändern, weil ein Gericht nicht verfügbar war.;We had to change the order because a dish was not available.
Obwohl der Abend spät begann, wurde es sehr angenehm.;Although the evening started late, it became very pleasant.
Wenn Sie möchten, kann ich Ihnen ein Dessert empfehlen, das sehr beliebt ist.;If you like, I can recommend a dessert that is very popular.
Wir entschieden uns, die Vorspeisen zu teilen, um alles probieren zu können.;We decided to share the appetizers to be able to try everything.
Der Kellner bot an, das Hauptgericht nach unseren Wünschen anzupassen.;The waiter offered to adjust the main course according to our wishes.
Nachdem wir das Dessert gegessen hatten, bestellten wir noch Espresso.;After we had eaten the dessert, we ordered espresso.
Sie fragte, ob wir möchten, dass das Essen warm bleibt, bis wir fertig sind.;She asked if we wanted the food to stay warm until we finished.
Es wird empfohlen, bei besonderen Anlässen vorher zu reservieren.;It is recommended to make a reservation for special occasions.
Wir diskutierten, ob wir ein leichtes Menü oder ein umfangreiches Menü wählen sollten.;We discussed whether to choose a light menu or an extensive menu.
Obwohl das Restaurant klein war, war die Atmosphäre sehr angenehm.;Although the restaurant was small, the atmosphere was very pleasant.
Wenn du möchtest, kann ich dir das Menü des Küchenchefs vorstellen.;If you like, I can present the chef’s menu to you.
Wir entschieden uns, die Weine nach der Empfehlung des Kellners auszuwählen.;We decided to choose the wines according to the waiter’s recommendation.
Der Koch erklärte, dass die Suppen täglich frisch zubereitet werden.;The chef explained that the soups are prepared fresh daily.
Nachdem wir die Hauptgerichte gegessen hatten, brachte der Kellner das Dessert.;After we had eaten the main courses, the waiter brought the dessert.
Sie fragte, ob wir das Menü lieber à la carte oder als Set wählen möchten.;She asked if we preferred to choose the menu à la carte or as a set.
Es ist wichtig, dass man beim Bezahlen das Trinkgeld berücksichtigt.;It is important to consider the tip when paying.
Wir mussten die Bestellung ändern, weil ein Gericht ausverkauft war.;We had to change the order because a dish was sold out.
Obwohl wir spät ankamen, wurden wir herzlich empfangen.;Although we arrived late, we were warmly welcomed.
Wenn Sie möchten, kann ich Ihnen ein Gericht empfehlen, das typisch für die Region ist.;If you like, I can recommend a dish that is typical for the region.
Wir entschieden uns, das Mittagsmenü zu nehmen, da es preiswert war.;We decided to take the lunch menu because it was inexpensive.
Obwohl das Restaurant laut war, genossen wir das Ambiente.;Although the restaurant was noisy, we enjoyed the ambiance.
Wenn Sie möchten, kann ich Ihnen ein Gericht mit saisonalem Gemüse empfehlen.;If you like, I can recommend a dish with seasonal vegetables.
Der Kellner erklärte, dass alle Getränke frisch zubereitet werden.;The waiter explained that all drinks are freshly prepared.
Nachdem wir die Getränke erhalten hatten, begannen wir mit der Vorspeise.;After we had received the drinks, we started with the appetizer.
Sie fragte, ob wir den Nachtisch sofort oder später essen möchten.;She asked if we wanted to eat the dessert immediately or later.
Es wird empfohlen, die Empfehlungen des Küchenchefs zu probieren.;It is recommended to try the chef’s recommendations.
Wir diskutierten, ob wir einen Tisch drinnen oder draußen wählen sollten.;We discussed whether to choose a table inside or outside.
Obwohl wir keine Reservierung hatten, fanden wir sofort einen Tisch.;Although we had no reservation, we immediately found a table.
Wenn du möchtest, kann ich dir ein Gericht mit frischem Fisch empfehlen.;If you like, I can recommend a dish with fresh fish.
Wir entschieden uns, das Fleischgericht des Tages zu probieren.;We decided to try the meat dish of the day.
Der Koch erklärte, dass alle Zutaten sorgfältig ausgewählt werden.;The chef explained that all ingredients are carefully selected.
Nachdem wir die Hauptspeisen gegessen hatten, brachte der Kellner das Dessert.;After we had eaten the main courses, the waiter brought the dessert.
Sie fragte, ob wir mit dem Geschmack des Weins zufrieden seien.;She asked if we were satisfied with the taste of the wine.
Es ist wichtig, dass man freundlich bleibt, auch wenn der Service langsam ist.;It is important to remain friendly even if the service is slow.
Wir mussten die Bestellung ändern, weil ein Gericht ausverkauft war.;We had to change the order because a dish was sold out.
Obwohl der Abend spät begann, wurde er sehr angenehm.;Although the evening started late, it became very pleasant.
Wenn Sie möchten, kann ich Ihnen ein Dessert empfehlen, das sehr bekannt ist.;If you like, I can recommend a dessert that is very well-known.
Wir entschieden uns, die Vorspeisen zu teilen, um alles probieren zu können.;We decided to share the appetizers to be able to try everything.
Der Kellner bot an, das Hauptgericht nach unseren Wünschen anzupassen.;The waiter offered to adjust the main course according to our wishes.
Nachdem wir das Dessert gegessen hatten, bestellten wir noch Kaffee.;After we had eaten the dessert, we ordered coffee.
Sie fragte, ob wir möchten, dass das Essen warm bleibt, bis wir fertig sind.;She asked if we wanted the food to stay warm until we finished.
Es wird empfohlen, bei großen Gruppen vorher zu reservieren.;It is recommended to reserve a table in advance for large groups.
Wir diskutierten, ob wir ein leichtes oder reichhaltiges Menü wählen sollten.;We discussed whether to choose a light or hearty menu.
Obwohl das Restaurant klein war, fühlten wir uns sehr wohl.;Although the restaurant was small, we felt very comfortable.
Wenn du möchtest, kann ich dir das Menü des Küchenchefs vorstellen.;If you like, I can present you the chef’s menu to you.
Entschuldigung, können wir bitte die Speisekarte haben?;Excuse me, can we please have the menu?
Ich hätte gerne ein Pils vom Fass, bitte.;I would like a draft Pils, please.
Ist das Schnitzel auch mit Pommes erhältlich?;Is the schnitzel also available with fries?
Können Sie mir sagen, was in diesem Gericht drin ist?;Can you tell me what's in this dish?
Ich bin Vegetarier, haben Sie fleischlose Optionen?;I'm vegetarian, do you have meatless options?
Wir würden gerne noch etwas zu trinken bestellen.;We would like to order something else to drink.
Entschuldigung, wir warten schon seit zwanzig Minuten auf unser Essen.;Excuse me, we've been waiting for our food for twenty minutes already.
Könnte ich bitte noch ein Wasser ohne Kohlensäure haben?;Could I please have another still water?
Das Steak hätte ich gerne medium, nicht durchgebraten.;I would like the steak medium, not well done.
Gibt es heute irgendwelche Tagesgerichte oder Specials?;Are there any daily specials today?
Ich nehme das Gleiche wie mein Freund, bitte.;I'll have the same as my friend, please.
Können wir bitte noch eine Runde Bier für den Tisch bestellen?;Can we please order another round of beer for the table?
Entschuldigung, ich habe kein Besteck bekommen.;Excuse me, I didn't get any cutlery.
Ist dieser Salat auch ohne Zwiebeln möglich?;Is this salad also possible without onions?
Was können Sie mir aus der Küche empfehlen?;What can you recommend from the kitchen?
Haben Sie auch glutenfreie Optionen auf der Karte?;Do you also have gluten-free options on the menu?
Ich hätte gerne noch eine Portion Aioli zum dippen, bitte.;I would like another portion of aioli for dipping, please.
Können wir bitte die Rechnung bekommen?;Can we please get the bill?
Zahlen wir zusammen oder getrennt?;Are we paying together or separately?
Das Essen war sehr lecker, vielen Dank!;The food was very delicious, thank you very much!
Entschuldigung, das habe ich so nicht bestellt.;Excuse me, that's not what I ordered.
Könnten Sie mir bitte ein sauberes Glas bringen?;Could you please bring me a clean glass?
Ich hätte gerne einen Kaffee nach dem Essen.;I would like a coffee after the meal.
Gibt es hier auch Happy Hour oder besondere Angebote?;Is there also happy hour or special offers here?
Wir würden gerne draußen sitzen, ist das möglich?;We would like to sit outside, is that possible?
Können Sie die Soße bitte extra auf die Seite geben?;Can you please put the sauce extra on the side?
Ich vertrage keine Nüsse, ist in diesem Gericht etwas drin?;I can't tolerate nuts, is there any in this dish?
Entschuldigung, mein Burger ist kalt, können Sie ihn bitte nochmal warm machen?;Excuse me, my burger is cold, can you please warm it up again?
Wir hätten gerne einen Tisch für vier Personen, bitte.;We would like a table for four people, please.
Haben Sie auch alkoholfreies Bier im Angebot?;Do you also have non-alcoholic beer on offer?
Ich nehme als Vorspeise die Suppe und dann das Rumpsteak.;I'll have the soup as a starter and then the rump steak.
Können wir bitte noch etwas Brot zum Salat haben?;Can we please have some more bread with the salad?
Entschuldigung, ich glaube, da ist ein Haar in meinem Essen.;Excuse me, I think there's a hair in my food.
Was für Biersorten haben Sie hier vom Fass?;What kinds of beer do you have on tap here?
Ich hätte gerne einen Aperitif, was können Sie empfehlen?;I would like an aperitif, what can you recommend?
Können Sie mir sagen, wie scharf dieses Curry ist?;Can you tell me how spicy this curry is?
Wir möchten gerne zum Nachtisch bestellen, haben Sie eine Dessertkarte?;We would like to order dessert, do you have a dessert menu?
Ist das Fleisch aus der Region oder wo kommt es her?;Is the meat from the region or where does it come from?
Entschuldigung, können wir bitte noch etwas Senf und Ketchup haben?;Excuse me, can we please have some more mustard and ketchup?
Ich hätte gerne mein Steak englisch gebraten, geht das?;I would like my steak rare, is that possible?
Können Sie uns einen ruhigen Tisch geben, nicht so nah an der Tür?;Can you give us a quiet table, not so close to the door?
Haben Sie auch eine Kinderkarte für unseren Sohn?;Do you also have a children's menu for our son?
Entschuldigung, ich habe eine Allergie gegen Milchprodukte.;Excuse me, I have an allergy to dairy products.
Wir würden gerne noch eine Flasche Wein für den Tisch bestellen.;We would like to order another bottle of wine for the table.
Können Sie das Dressing bitte separat servieren?;Can you please serve the dressing separately?
Ist der Fisch heute frisch oder war er eingefroren?;Is the fish fresh today or was it frozen?
Ich hätte gerne einen Espresso, doppelt, bitte.;I would like an espresso, double, please.
Entschuldigung, wir haben vor einer halben Stunde bestellt und noch nichts bekommen.;Excuse me, we ordered half an hour ago and still haven't received anything.
Gibt es die Möglichkeit, kleinere Portionen zu bestellen?;Is there the possibility to order smaller portions?
Können wir bitte noch einen Hochstuhl für unser Baby haben?;Can we please have another high chair for our baby?
Ich nehme die Pizza, aber bitte ohne Oliven.;I'll have the pizza, but without olives please.
Haben Sie auch vegane Gerichte auf der Karte?;Do you also have vegan dishes on the menu?
Entschuldigung, könnten Sie die Musik etwas leiser stellen?;Excuse me, could you turn the music down a bit?
Was ist der Unterschied zwischen diesen beiden Gerichten?;What's the difference between these two dishes?
Ich hätte gerne ein großes Weizen, bitte.;I would like a large Weizen, please.
Können Sie mir bitte Salz und Pfeffer bringen?;Can you please bring me salt and pepper?
Ist diese Suppe auch vegetarisch oder ist da Fleischbrühe drin?;Is this soup also vegetarian or is there meat broth in it?
Wir möchten gerne reservieren für morgen Abend um sieben Uhr.;We would like to make a reservation for tomorrow evening at seven o'clock.
Entschuldigung, ich glaube, die Rechnung stimmt nicht ganz.;Excuse me, I think the bill is not quite correct.
Haben Sie auch Leitungswasser oder nur Mineralwasser?;Do you also have tap water or only mineral water?
Ich hätte gerne meine Pommes extra knusprig, geht das?;I would like my fries extra crispy, is that possible?
Können wir bitte noch Servietten bekommen?;Can we please get more napkins?
Entschuldigung, dieser Wein schmeckt etwas korkartig.;Excuse me, this wine tastes a bit corky.
Was ist die Beilage zu diesem Hauptgericht?;What's the side dish with this main course?
Ich nehme den Burger, aber bitte mit Süßkartoffelpommes statt normalen Pommes.;I'll have the burger, but with sweet potato fries instead of regular fries please.
Haben Sie auch laktosefreie Milch für den Kaffee?;Do you also have lactose-free milk for the coffee?
Entschuldigung, können Sie uns ein anderes Tisch geben, hier zieht es sehr.;Excuse me, can you give us another table, there's a draft here.
Wir würden gerne eine Vorspeise teilen, ist das okay?;We would like to share a starter, is that okay?
Ich hätte gerne die Carbonara, aber mit extra Speck, bitte.;I would like the carbonara, but with extra bacon, please.
Können Sie mir sagen, wie lange das Essen ungefähr dauert?;Can you tell me approximately how long the food will take?
Ist das hier ein IPA oder ein helles Bier?;Is this an IPA or a light beer?
Entschuldigung, mein Essen ist noch nicht durch, können Sie es nochmal braten?;Excuse me, my food is not cooked through yet, can you fry it again?
Wir hätten gerne einen Tisch am Fenster, wenn noch einer frei ist.;We would like a table by the window if one is still available.
Haben Sie auch eine Auswahl an Cocktails?;Do you also have a selection of cocktails?
Ich möchte bitte die Lasagne, aber ohne Käse obendrauf.;I would like the lasagna please, but without cheese on top.
Können wir bitte die Vorspeise zusammen mit dem Hauptgang bekommen?;Can we please get the starter together with the main course?
Entschuldigung, ich habe um ein Radler gebeten, nicht um ein normales Bier.;Excuse me, I asked for a Radler, not for a normal beer.
Was für Weinsorten haben Sie offen im Glas?;What kinds of wine do you have open by the glass?
Ich hätte gerne noch einen Absacker, was empfehlen Sie?;I would like another nightcap, what do you recommend?
Können Sie uns die Speisekarte nochmal bringen, wir möchten noch etwas bestellen?;Can you bring us the menu again, we would like to order something else?
Entschuldigung, gibt es hier auch WLAN für Gäste?;Excuse me, is there also WiFi for guests here?
Ich nehme das Tagesgericht, was ist das heute?;I'll have the daily special, what is it today?
Haben Sie auch selbstgemachte Limonade oder nur aus der Flasche?;Do you also have homemade lemonade or only from the bottle?
Können wir bitte mit Karte zahlen oder nur bar?;Can we please pay by card or only cash?
Entschuldigung, können Sie uns ein paar Empfehlungen geben, wir waren noch nie hier.;Excuse me, can you give us some recommendations, we've never been here before.
Ich hätte gerne den Salat als Hauptgericht, nicht als Beilage.;I would like the salad as a main course, not as a side dish.
Wir würden gerne draußen sitzen, aber nur wenn es eine Heizung gibt.;We would like to sit outside, but only if there's a heater.
Haben Sie auch Eis zum Nachtisch oder nur warme Desserts?;Do you also have ice cream for dessert or only warm desserts?
Entschuldigung, ich habe nach meinem Essen gefragt, es dauert schon sehr lange.;Excuse me, I asked about my food, it's taking very long already.
Können Sie mir bitte einen frischen Aschenbecher bringen?;Can you please bring me a fresh ashtray?
Ist dieser Tisch schon reserviert oder können wir uns hier hinsetzen?;Is this table already reserved or can we sit here?
Ich hätte gerne noch ein Bier, das gleiche wie vorhin.;I would like another beer, the same as before.
Entschuldigung, meine Suppe ist zu salzig, können Sie mir eine neue bringen?;Excuse me, my soup is too salty, can you bring me a new one?
Was ist in diesem Cocktail drin, ich möchte keinen Alkohol.;What's in this cocktail, I don't want alcohol.
Können wir bitte Trinkgeld auf die Rechnung draufschlagen?;Can we please add the tip to the bill?
Haben Sie auch ein Mittagsmenü oder nur à la carte?;Do you also have a lunch menu or only à la carte?
Ich nehme die Pasta, aber bitte al dente, nicht zu weich.;I'll have the pasta, but al dente please, not too soft.
Ich habe gestern in einem gemütlichen Restaurant am Flussufer zu Abend gegessen.;I had dinner yesterday at a cozy restaurant by the river.
Wir setzen uns lieber an einen Tisch in der Ecke, weil es dort ruhiger ist.;We prefer to sit at a table in the corner because it is quieter there.
Könnten Sie uns bitte die Speisekarte bringen, sobald Sie Zeit haben?;Could you please bring us the menu as soon as you have time?
Ich hätte gern eine Vorspeise mit frischem Gemüse und leichtem Dressing.;I would like a starter with fresh vegetables and a light dressing.
Er entschied sich trotz des hohen Preises für das hervorragend zubereitete Steak.;Despite the high price, he chose the excellently prepared steak.
Die Suppe schmeckt überraschend würzig und gleichzeitig angenehm mild.;The soup tastes surprisingly spicy and at the same time pleasantly mild.
Wir warten schon seit einer halben Stunde auf unsere Bestellung.;We have already been waiting for our order for half an hour.
Die Kellnerin hat uns höflich empfohlen, das hausgemachte Dessert zu probieren.;The waitress politely recommended that we try the homemade dessert.
Ich bin allergisch gegen Nüsse, deshalb bestelle ich lieber etwas ohne sie.;I am allergic to nuts, so I prefer to order something without them.
Kannst du mir sagen, ob dieses Gericht scharf oder eher mild ist?;Can you tell me whether this dish is spicy or rather mild?
Er hat sich über den langsamen Service beschwert, obwohl das Restaurant voll war.;He complained about the slow service, although the restaurant was full.
Wir haben uns schließlich für ein günstiges Menü mit drei Gängen entschieden.;In the end, we decided on an affordable three-course menu.
Die Atmosphäre in diesem Restaurant ist außergewöhnlich entspannt und angenehm.;The atmosphere in this restaurant is exceptionally relaxed and pleasant.
Ich würde gern einen Tisch für zwei Personen auf den Namen Müller reservieren.;I would like to reserve a table for two people under the name Müller.
Nachdem wir bezahlt hatten, sind wir noch ein bisschen durch die Stadt spaziert.;After we had paid, we took a short walk through the city.
Das Gericht wurde nicht nur schnell serviert, sondern auch äußerst kreativ angerichtet.;The dish was not only served quickly but also presented very creatively.
