Ich bin.;I am.
Ich möchte niemandem zur Last fallen mit meinen Problemen.;I don't want to burden anyone with my problems.
Lass uns einen Ausflug machen, sobald das Wetter besser wird!;Let's take a trip as soon as the weather gets better!
Ich habe jemanden um Rat gefragt, aber es hat nicht geholfen.;I asked someone for advice, but it didn't help.
Wir könnten zusammen ein neues Hobby anfangen, was hältst du davon?;We could start a new hobby together, what do you think?
Ich bin so froh, dass wir uns damals kennengelernt haben.;I'm so glad that we met back then.
Hast du schon jemanden eingeladen für deine Party?;Have you already invited anyone to your party?
Es macht keinen Sinn, sich über Kleinigkeiten zu streiten.;There's no point in arguing about little things.
Ich würde am liebsten den ganzen Tag mit dir abhängen.;I'd love to hang out with you all day.
Wir haben uns geschworen, immer füreinander da zu sein.;We swore to always be there for each other.
Hättest du mir nicht zugehört, hätte ich einen Fehler gemacht.;If you hadn't listened to me, I would have made a mistake.
Ich kenne niemanden, der so großzügig ist wie du.;I don't know anyone who's as generous as you.
Lass uns doch mal wieder etwas Verrücktes machen!;Let's do something crazy again!
Ich habe gehört, dass jemand nach dir gefragt hat.;I heard that someone was asking about you.
Wir sollten öfter zusammen frühstücken gehen am Wochenende.;We should go out for breakfast together more often on weekends.
Ich bereue es, dass ich letztes Mal nicht mitgekommen bin.;I regret that I didn't come along last time.
Hast du jemals jemanden so vermisst wie ich dich gerade?;Have you ever missed someone as much as I miss you right now?
Es ist mir wichtig, dass wir ehrlich zueinander sind.;It's important to me that we're honest with each other.
Ich hätte nie gedacht, dass du so gut tanzen kannst!;I would never have thought that you could dance so well!
Wir könnten uns gegenseitig beim Lernen unterstützen.;We could support each other while studying.
Ich habe vorgestern jemanden getroffen, der dich grüßen lässt.;The day before yesterday I met someone who sends their regards.
Lass uns versprechen, immer in Kontakt zu bleiben!;Let's promise to always stay in touch!
Ich weiß nicht, was ich ohne deine Unterstützung gemacht hätte.;I don't know what I would have done without your support.
Hast du schon mal jemandem ein Geheimnis verraten?;Have you ever told someone a secret?
Es gefällt mir, dass wir über alles reden können.;I like that we can talk about everything.
Ich würde gerne wissen, was du wirklich denkst.;I'd like to know what you really think.
Wir haben früher immer zusammen Fußball gespielt, weißt du noch?;We always used to play football together, remember?
Hättest du nicht angerufen, hätte ich dich vergessen.;If you hadn't called, I would have forgotten you.
Ich bin überzeugt, dass niemand dich so gut kennt wie ich.;I'm convinced that nobody knows you as well as I do.
Lass uns einen Filmabend machen mit all unseren Lieblingsfilmen!;Let's have a movie night with all our favorite films!
Ich habe jemanden getroffen, der auch aus unserer Heimatstadt kommt.;I met someone who also comes from our hometown.
Ich mache mir Sorgen um meine Eltern, sie werden älter.;I'm worried about my parents, they're getting older.
Hast du jemals jemanden geliebt, der dich nicht zurückgeliebt hat?;Have you ever loved someone who didn't love you back?
Meine Schwester und ich verstehen uns nicht mehr so gut wie früher.;My sister and I don't get along as well as we used to.
Ich weiß nicht, ob ich bereit bin für eine feste Beziehung.;I don't know if I'm ready for a serious relationship.
Es fällt mir schwer, über meine Gefühle zu sprechen.;I find it difficult to talk about my feelings.
Hast du schon mal jemanden betrogen oder wurdest du betrogen?;Have you ever cheated on someone or were you cheated on?
Meine Familie erwartet von mir, dass ich bald heirate.;My family expects me to get married soon.
Ich bin mir nicht sicher, ob er der Richtige für mich ist.;I'm not sure if he's the right one for me.
Manchmal fühle ich mich einsam, auch wenn ich unter Leuten bin.;Sometimes I feel lonely even when I'm among people.
Hättest du mir früher gesagt, dass du Gefühle für mich hast, hätte alles anders sein können.;If you had told me earlier that you have feelings for me, everything could have been different.
Ich habe Angst davor, jemanden zu enttäuschen, der mir wichtig ist.;I'm afraid of disappointing someone who's important to me.
Meine Eltern lassen sich scheiden, und ich weiß nicht, wie ich damit umgehen soll.;My parents are getting divorced, and I don't know how to deal with it.
Glaubst du an die große Liebe oder denkst du, das ist unrealistisch?;Do you believe in true love or do you think that's unrealistic?
Ich vermisse die Zeit, als meine Familie noch zusammen war.;I miss the time when my family was still together.
Es ist schwer für mich, jemandem zu vertrauen nach dem, was passiert ist.;It's hard for me to trust someone after what happened.
Hast du jemals jemanden verloren, der dir sehr nahe stand?;Have you ever lost someone who was very close to you?
Ich fühle mich unter Druck gesetzt, endlich Kinder zu bekommen.;I feel pressured to finally have children.
Manchmal wünschte ich, ich könnte mit jemandem darüber reden, ohne verurteilt zu werden.;Sometimes I wish I could talk to someone about it without being judged.
Mein Bruder hat Probleme, aber er will keine Hilfe annehmen.;My brother has problems, but he doesn't want to accept help.
Ich bin mir nicht sicher, ob ich mich jemals wieder verlieben kann.;I'm not sure if I can ever fall in love again.
Es tut weh zu sehen, wie meine Eltern sich ständig streiten.;It hurts to see my parents constantly arguing.
Hast du schon mal jemandem dein Herz ausgeschüttet und es bereut?;Have you ever poured your heart out to someone and regretted it?
Ich habe das Gefühl, dass niemand mich wirklich versteht.;I have the feeling that nobody really understands me.
Meine Freundin möchte zusammenziehen, aber ich brauche noch Zeit.;My girlfriend wants to move in together, but I still need time.
Es belastet mich, dass ich mit meinem Vater nicht richtig kommunizieren kann.;It burdens me that I can't communicate properly with my father.
Hättest du an meiner Stelle auch Schluss gemacht?;Would you have broken up too if you were in my position?
Ich bin eifersüchtig, auch wenn ich weiß, dass es unbegründet ist.;I'm jealous even though I know it's unfounded.
Manchmal frage ich mich, ob ich die richtige Entscheidung getroffen habe.;Sometimes I wonder if I made the right decision.
Meine Mutter erkennt nicht, dass ich erwachsen bin und meine eigenen Entscheidungen treffen kann.;My mother doesn't recognize that I'm an adult and can make my own decisions.
Ich habe Angst, dass ich nie jemanden finden werde, der mich so akzeptiert wie ich bin.;I'm afraid I'll never find someone who accepts me as I am.
Es zerreißt mich innerlich, zwischen meiner Familie und meinem Partner wählen zu müssen.;It tears me apart inside having to choose between my family and my partner.
Hast du jemals jemanden zurückgewinnen wollen, obwohl es vorbei war?;Have you ever wanted to win someone back even though it was over?
Ich fühle mich schuldig, weil ich nicht öfter meine Großeltern besuche.;I feel guilty because I don't visit my grandparents more often.
Mein Partner versteht nicht, warum mir meine Freunde so wichtig sind.;My partner doesn't understand why my friends are so important to me.
Es frustriert mich, dass meine Geschwister immer bevorzugt werden.;It frustrates me that my siblings are always favored.
Ich wünschte, ich hätte jemandem vergeben, bevor es zu spät war.;I wish I had forgiven someone before it was too late.
Manchmal denke ich darüber nach, was aus meiner Jugendliebe geworden ist.;Sometimes I think about what became of my first love.
Ich habe Schwierigkeiten damit, Nähe zuzulassen, weil ich verletzt wurde.;I have difficulties allowing closeness because I was hurt.
Meine Familie akzeptiert meine Lebensweise nicht, und das macht mich traurig.;My family doesn't accept my lifestyle, and that makes me sad.
Hättest du mir gesagt, dass du unglücklich bist, hätten wir darüber reden können.;If you had told me you were unhappy, we could have talked about it.
Ich bin zerrissen zwischen dem, was ich will, und dem, was von mir erwartet wird.;I'm torn between what I want and what's expected of me.
Es schmerzt mich zu wissen, dass jemand, den ich liebe, unglücklich ist.;It pains me to know that someone I love is unhappy.
Hast du jemals jemanden heimlich geliebt, ohne es ihm zu sagen?;Have you ever secretly loved someone without telling them?
Ich bereue es, dass ich nicht mehr Zeit mit meiner Oma verbracht habe, als sie noch lebte.;I regret not spending more time with my grandma when she was still alive.
Meine Beziehung läuft nicht gut, aber ich habe Angst vor dem Alleinsein.;My relationship isn't going well, but I'm afraid of being alone.
Es belastet mich, dass ich mit niemandem über meine Depressionen sprechen kann.;It burdens me that I can't talk to anyone about my depression.
Ich frage mich, ob meine Eltern stolz auf mich sind oder enttäuscht.;I wonder if my parents are proud of me or disappointed.
Manchmal wünschte ich, jemand würde mich einfach in den Arm nehmen und sagen, dass alles gut wird.;Sometimes I wish someone would just hug me and say everything will be okay.
Mein bester Freund hat sich in mich verliebt, und jetzt ist alles kompliziert.;My best friend fell in love with me, and now everything is complicated.
Ich habe das Gefühl, dass ich meinen Eltern nie gut genug bin.;I have the feeling that I'm never good enough for my parents.
Hättest du dich auch getrennt, wenn du noch Gefühle gehabt hättest?;Would you have broken up too if you still had feelings?
Es fällt mir schwer, loszulassen, obwohl ich weiß, dass es das Beste wäre.;I find it hard to let go even though I know it would be best.
Ich bin neidisch auf die Beziehung meiner Freunde, weil sie so glücklich wirken.;I'm envious of my friends' relationship because they seem so happy.
Meine Geschwister und ich haben uns auseinandergelebt, und das macht mich traurig.;My siblings and I have grown apart, and that makes me sad.
Hast du jemals jemanden angelogen, um ihn zu schützen?;Have you ever lied to someone to protect them?
Ich fühle mich gefangen in einer Beziehung, aus der ich nicht weiß, wie ich herauskommen soll.;I feel trapped in a relationship and don't know how to get out.
Es tut mir leid, dass ich dich verletzt habe, als ich nicht ehrlich war.;I'm sorry that I hurt you when I wasn't honest.
Meine Familie hat unrealistische Erwartungen an mich, und das stresst mich.;My family has unrealistic expectations of me, and that stresses me.
Ich wünschte, ich könnte mit jemandem über meine Ängste sprechen, ohne schwach zu wirken.;I wish I could talk to someone about my fears without seeming weak.
Manchmal zweifle ich daran, ob ich jemals eine funktionierende Beziehung führen kann.;Sometimes I doubt whether I can ever have a functioning relationship.
Hättest du gewusst, wie sehr es mich verletzt, hättest du es nicht gesagt?;If you had known how much it hurt me, would you not have said it?
Ich bin enttäuscht von meinen Eltern, weil sie meine Entscheidungen nicht respektieren.;I'm disappointed in my parents because they don't respect my decisions.
Es macht mich wütend, dass mein Partner nicht auf meine Bedürfnisse eingeht.;It makes me angry that my partner doesn't address my needs.
Ich habe Angst davor, jemanden so sehr zu lieben, dass ich verletzlich werde.;I'm afraid of loving someone so much that I become vulnerable.
Meine Ex-Partnerin hat mir das Herz gebrochen, und ich vertraue niemandem mehr richtig.;My ex-partner broke my heart, and I don't really trust anyone anymore.
Hast du jemals bereut, jemandem eine zweite Chance gegeben zu haben?;Have you ever regretted giving someone a second chance?
Ich fühle mich schuldig, weil ich meinem Partner nicht mehr dieselben Gefühle entgegenbringe.;I feel guilty because I no longer have the same feelings for my partner.
Es zerreißt mich, dass meine beste Freundin und ich uns auseinandergelebt haben.;It tears me apart that my best friend and I have grown apart.
Manchmal frage ich mich, ob ich zu hohe Ansprüche an eine Beziehung habe.;Sometimes I wonder if I have too high standards for a relationship.
Mein Vater und ich reden nicht mehr miteinander seit unserem großen Streit.;My father and I don't talk to each other anymore since our big argument.
Ich bin frustriert, weil niemand versteht, wie ich mich wirklich fühle.;I'm frustrated because nobody understands how I really feel.
Hättest du an meiner Stelle auch deinen Traum aufgegeben für die Familie?;Would you have given up your dream for the family if you were in my position?
Es schmerzt mich zu sehen, wie meine Freunde alle in glücklichen Beziehungen sind, während ich allein bin.;It pains me to see my friends all in happy relationships while I'm alone.
Ich habe das Gefühl, dass meine Partnerin mich nicht mehr so liebt wie früher.;I have the feeling that my partner doesn't love me as much as before.
Manchmal wünschte ich, ich hätte den Mut, jemandem zu sagen, wie ich mich wirklich fühle.;Sometimes I wish I had the courage to tell someone how I really feel.
Meine Mutter mischt sich ständig in meine Beziehung ein, und das nervt mich.;My mother constantly interferes in my relationship, and that annoys me.
Ich bereue es, dass ich mich nicht früher um meine psychische Gesundheit gekümmert habe.;I regret not taking care of my mental health earlier.
Hast du jemals jemanden verletzt, ohne es zu wollen, und konntest es nicht wiedergutmachen?;Have you ever hurt someone unintentionally and couldn't make it right?
Es belastet mich, dass ich zwischen zwei Menschen stehen muss, die ich beide liebe.;It burdens me that I have to stand between two people I both love.
Ich frage mich, ob Fernbeziehungen wirklich funktionieren können oder nur Zeitverschwendung sind.;I wonder if long-distance relationships can really work or are just a waste of time.
Manchmal habe ich Angst, dass ich allein sterben werde, ohne jemals wahre Liebe gefunden zu haben.;Sometimes I'm afraid I'll die alone without ever having found true love.
Gestern habe ich jemanden gesehen, der sein Haustier in einem Kinderwagen spazieren gefahren hat.;Yesterday I saw someone pushing their pet in a baby stroller.
Hast du schon mal so peinlich getanzt, dass alle aufgehört haben zu reden?;Have you ever danced so embarrassingly that everyone stopped talking?
Ich habe letztens versucht zu kochen und dabei fast die Küche abgebrannt.;I recently tried to cook and nearly burned down the kitchen.
Erinnerst du dich, als wir uns total verlaufen haben und in der falschen Stadt gelandet sind?;Do you remember when we got totally lost and ended up in the wrong city?
Mein Kater hat gestern Nacht wie verrückt durch die Wohnung gerannt und alles umgeworfen.;My cat ran through the apartment like crazy last night and knocked everything over.
Hast du jemals jemanden mit dem falschen Namen angesprochen und es erst später bemerkt?;Have you ever addressed someone by the wrong name and only noticed it later?
Ich bin heute Morgen mit zwei verschiedenen Socken zur Arbeit gegangen.;I went to work this morning wearing two different socks.
Letzte Woche habe ich mein Handy im Kühlschrank gefunden, keine Ahnung wie es dahin kam.;Last week I found my phone in the fridge, no idea how it got there.
Mein Nachbar singt jeden Morgen unter der Dusche so laut, dass das ganze Haus es hört.;My neighbor sings in the shower every morning so loudly that the whole building hears it.
Hättest du gesehen, wie ich beim Date über meine eigenen Füße gestolpert bin!;If you had seen how I tripped over my own feet on the date!
Ich habe gestern versehentlich die Katze meines Nachbarn gefüttert, dachte es wäre eine streunende Katze.;Yesterday I accidentally fed my neighbor's cat, thought it was a stray.
Erinnerst du dich, als du beim Karaoke das völlig falsche Lied gesungen hast?;Do you remember when you sang the completely wrong song at karaoke?
Mein Hund hat letztens meine Hausaufgaben gefressen, aber niemand hat mir geglaubt.;My dog ate my homework the other day, but nobody believed me.
Ich bin einmal in der U-Bahn eingeschlafen und drei Stationen zu weit gefahren.;I once fell asleep on the subway and went three stops too far.
Hast du schon mal jemandem zugewinkelt, der gar nicht dir gewinkelt hat?;Have you ever waved at someone who wasn't actually waving at you?
Gestern habe ich versucht, cool auszusehen, und bin dabei die Treppe hochgestolpert.;Yesterday I tried to look cool and stumbled up the stairs.
Mein Bruder hat sich einmal die Haare selbst geschnitten, und es sah katastrophal aus.;My brother once cut his own hair, and it looked catastrophic.
Ich habe neulich jemanden gegrüßt und erst dann bemerkt, dass es ein Spiegel war.;I recently greeted someone and only then noticed it was a mirror.
Weißt du noch, wie wir versucht haben zu zelten und das Zelt einfach zusammengebrochen ist?;Do you remember how we tried to camp and the tent just collapsed?
Mein Papagei hat gelernt, die Türklingel nachzumachen, und jetzt bin ich total verwirrt.;My parrot learned to imitate the doorbell, and now I'm totally confused.
Ich bin gestern in die falsche Wohnung gegangen, weil alle Türen gleich aussehen.;I went into the wrong apartment yesterday because all the doors look the same.
Hast du jemals versucht, jemanden zu beeindrucken, und dabei total versagt?;Have you ever tried to impress someone and totally failed?
Letzte Woche habe ich meine Brille gesucht, während ich sie auf der Nase hatte.;Last week I searched for my glasses while wearing them on my nose.
Mein Freund hat versucht, mir einen Streich zu spielen, aber er ist selbst darauf reingefallen.;My friend tried to play a prank on me, but he fell for it himself.
Ich habe mal beim Vorstellungsgespräch versehentlich den Chef mit „Mama" angesprochen.;I once accidentally addressed the boss as "Mom" during a job interview.
Erinnerst du dich, als ich versucht habe zu kochen und am Ende Pizza bestellt haben?;Do you remember when I tried to cook and we ended up ordering pizza?
Mein Wellensittich hat neulich meinen wichtigsten Zettel zerrissen, auf dem alles draufstand.;My budgie recently tore up my most important note that had everything on it.
Ich bin einmal mit Zahnpasta im Gesicht aus dem Haus gegangen, ohne es zu merken.;I once left the house with toothpaste on my face without noticing.
Hast du schon mal jemanden umarmt, den du für einen Freund gehalten hast, aber es war ein Fremder?;Have you ever hugged someone you thought was a friend, but it was a stranger?
Gestern wollte ich witzig sein und bin dabei in eine Pfütze getreten.;Yesterday I wanted to be funny and stepped in a puddle.
Meine Schwester hat sich einmal die Augenbrauen selbst gefärbt, und sie wurden orange.;My sister once dyed her eyebrows herself, and they turned orange.
Ich habe neulich im Supermarkt laut mit mir selbst geredet, und alle haben mich angestarrt.;I recently talked loudly to myself in the supermarket, and everyone stared at me.
Weißt du noch, wie du versucht hast, Skateboard zu fahren, und sofort hingefallen bist?;Do you remember how you tried to skateboard and immediately fell?
Mein Hamster ist einmal aus dem Käfig entkommen und hat sich in meinem Schuh versteckt.;My hamster once escaped from the cage and hid in my shoe.
Ich habe gestern versucht, einen Witz zu erzählen, aber ich habe die Pointe vergessen.;Yesterday I tried to tell a joke, but I forgot the punchline.
Hättest du mich gesehen, wie ich versucht habe, die automatische Tür zu öffnen, die kaputt war!;If you had seen me trying to open the automatic door that was broken!
Mein Kollege ist neulich mit Klopapier am Schuh durch die ganze Firma gelaufen.;My colleague recently walked through the entire company with toilet paper on his shoe.
Ich bin einmal beim ersten Date eingeschlafen, weil ich so müde war.;I once fell asleep on a first date because I was so tired.
Hast du jemals versucht, Sport zu machen, und dich dabei total lächerlich gemacht?;Have you ever tried to do sports and made a complete fool of yourself?
Gestern habe ich versucht, meine Zimmerpflanze zu retten, aber ich glaube, ich habe es schlimmer gemacht.;Yesterday I tried to save my houseplant, but I think I made it worse.
Mein Vater hat einmal versucht, modern zu sein, und hat dabei total cringe Wörter benutzt.;My father once tried to be modern and used totally cringe words.
Ich habe neulich jemanden für meinen Ex gehalten und ihm auf die Schulter geklopft.;I recently mistook someone for my ex and tapped him on the shoulder.
Erinnerst du dich, als wir versucht haben zu singen, und der Nachbar die Polizei gerufen hat?;Do you remember when we tried to sing and the neighbor called the police?
Mein Meerschweinchen hat sich letztens so erschrocken, dass es rückwärts gerannt ist.;My guinea pig got so scared the other day that it ran backwards.
Ich bin gestern in ein Spinnennetz gelaufen und habe wie verrückt herumgefuchtelt.;Yesterday I walked into a spider web and flailed around like crazy.
Hast du schon mal aus Versehen jemanden angefasst, den du nicht kanntest?;Have you ever accidentally touched someone you didn't know?
Letzte Woche habe ich versucht, eine Fliege zu fangen, und dabei eine Vase zerbrochen.;Last week I tried to catch a fly and broke a vase in the process.
Mein Bruder hat sich einmal beim Selfie-Machen so sehr konzentriert, dass er gegen einen Laternenpfahl gelaufen ist.;My brother once concentrated so hard while taking a selfie that he walked into a lamppost.
Ich habe neulich versucht, cool vom Stuhl aufzustehen, und bin dabei ausgerutscht.;I recently tried to stand up from the chair coolly and slipped.
Weißt du noch, wie ich versucht habe, Witze auf einer Party zu erzählen, und niemand gelacht hat?;Do you remember how I tried to tell jokes at a party and nobody laughed?
Mein Hund hat gestern meine Socke geklaut und damit durch den Park gerannt.;My dog stole my sock yesterday and ran through the park with it.
Ich bin einmal mitten in einem wichtigen Gespräch laut gerülpst.;I once burped loudly in the middle of an important conversation.
Hättest du mich gesehen, wie ich versucht habe, einen Ball zu fangen, und er mir ins Gesicht geflogen ist!;If you had seen me trying to catch a ball and it flew into my face!
Mein Kater sitzt manchmal stundenlang vor der Wand und starrt ins Nichts.;My cat sometimes sits for hours in front of the wall and stares into nothing.
Ich habe gestern versucht, einen Salto zu machen, und bin auf meinem Hintern gelandet.;Yesterday I tried to do a somersault and landed on my butt.
Hast du jemals vor Lachen so sehr geprustet, dass Getränk aus deiner Nase kam?;Have you ever snorted from laughing so hard that drink came out of your nose?
Letzte Woche bin ich mit meiner Jacke in einer Tür hängengeblieben und konnte nicht weiter.;Last week my jacket got stuck in a door and I couldn't move forward.
Mein Freund hat versucht, mich zu erschrecken, aber er hat sich selbst mehr erschreckt.;My friend tried to scare me, but he scared himself more.
Ich habe neulich beim Tanzen so wild herumgewirbelt, dass ich jemandem auf den Fuß getreten bin.;I recently spun around so wildly while dancing that I stepped on someone's foot.
Erinnerst du dich, als du versucht hast zu jonglieren und alle Bälle gleichzeitig fallen gelassen hast?;Do you remember when you tried to juggle and dropped all the balls at once?
Mein Papagei wiederholt ständig peinliche Dinge, die ich privat gesagt habe.;My parrot constantly repeats embarrassing things I said privately.
Ich bin gestern über nichts gestolpert, einfach über meine eigene Ungeschicklichkeit.;Yesterday I tripped over nothing, just over my own clumsiness.
Hast du schon mal versucht, ernst zu bleiben, aber musst einfach loslachen?;Have you ever tried to stay serious but just had to burst out laughing?
Letzte Woche habe ich beim Essen so viel gekleckert, dass ich mein T-Shirt wechseln musste.;Last week I spilled so much while eating that I had to change my t-shirt.
Mein Nachbar trägt jeden Tag denselben komischen Hut, und wir fragen uns alle warum.;My neighbor wears the same weird hat every day, and we all wonder why.
Ich habe neulich versucht, eine Überraschungsparty zu organisieren, aber die Person ist zu früh gekommen.;I recently tried to organize a surprise party, but the person came too early.
Weißt du noch, wie wir versucht haben, einen Kuchen zu backen, und er im Ofen explodiert ist?;Do you remember how we tried to bake a cake and it exploded in the oven?
Mein Hund jagt manchmal seinen eigenen Schwanz und wird dabei total schwindelig.;My dog sometimes chases his own tail and gets totally dizzy.
Ich bin einmal beim Yoga umgefallen, weil ich das Gleichgewicht verloren habe.;I once fell over during yoga because I lost my balance.
Hättest du meinen Gesichtsausdruck gesehen, als ich bemerkt habe, dass mein Mikrofon die ganze Zeit an war!;If you had seen my facial expression when I realized my microphone was on the whole time!
Hast du Lust, am Samstag mit uns ins Schwimmbad zu gehen?;Do you feel like going to the swimming pool with us on Saturday?
Wir könnten uns morgen zum Volleyball spielen im Park treffen.;We could meet tomorrow to play volleyball in the park.
Ich schlage vor, dass wir nächstes Wochenende zusammen grillen gehen.;I suggest that we go barbecuing together next weekend.
Letztens haben wir die ganze Nacht Brettspiele gespielt und total die Zeit vergessen.;The other day we played board games all night and totally lost track of time.
Hast du schon mal jemanden beim Billard so richtig abgezockt?;Have you ever completely hustled someone at billiards?
Wir sollten mal wieder zusammen ins Museum gehen, das haben wir ewig nicht gemacht.;We should go to the museum together again, we haven't done that in ages.
Ich würde gerne einen Tanzkurs mit euch besuchen, was haltet ihr davon?;I'd like to take a dance class with you guys, what do you think?
