Ich bin.;I am.
Du wirst es sehen.;You will see it.
Er wird helfen.;He will help.
Wir werden lernen.;We will learn.
Sie werden später anrufen.;They will call later.
Der alte Mann kauft einen frischen Apfel auf dem Markt.;The old man buys a fresh apple at the market.
Die junge Frau liest ein interessantes Buch im Café.;The young woman reads an interesting book in the café.
Das kleine Kind spielt mit einem roten Ball im Garten.;The small child plays with a red ball in the garden.
Wir besuchen unsere guten Freunde am Wochenende.;We visit our good friends on the weekend.
Ihr bringt den neuen Tisch in das große Zimmer.;You all bring the new table into the big room.
Die freundliche Lehrerin erklärt den schwierigen Text sehr langsam.;The friendly teacher explains the difficult text very slowly.
Der kluge Student schreibt eine lange E-Mail an seinen Professor.;The smart student writes a long email to his professor.
Die nette Nachbarin gibt dem alten Mann eine warme Suppe.;The nice neighbor gives the old man a warm soup.
Ich kaufe meiner kleinen Schwester ein schönes Geschenk.;I buy my little sister a nice present.
Er zeigt dem interessierten Kind ein spannendes Spiel.;He shows the interested child an exciting game.
Wir gehen mit unseren guten Freunden in ein kleines Restaurant.;We go with our good friends to a small restaurant.
Sie fährt mit dem schnellen Zug in die große Stadt.;She travels with the fast train to the big city.
Ich wohne in einer kleinen Wohnung mit einem schönen Balkon.;I live in a small apartment with a nice balcony.
Du arbeitest in einem großen Büro mit vielen Kollegen.;You work in a big office with many colleagues.
Er schläft in einem bequemen Bett nach einem langen Tag.;He sleeps in a comfortable bed after a long day.
Wir lernen die neuen Wörter mit einem guten Buch.;We learn the new words with a good book.
Sie trinken einen heißen Kaffee mit kalter Milch am Morgen.;They drink a hot coffee with cold milk in the morning.
Ich esse einen frischen Salat mit leckerem Brot zum Mittag.;I eat a fresh salad with tasty bread for lunch.
Du kaufst im Supermarkt eine große Flasche mit kaltem Wasser.;You buy a big bottle with cold water in the supermarket.
Er findet den alten Schlüssel unter dem schweren Tisch.;He finds the old key under the heavy table.
Wir sehen einen schönen Film im neuen Kino.;We watch a nice movie in the new cinema.
Sie hören die laute Musik aus dem kleinen Radio.;They hear the loud music from the small radio.
Ich schreibe einen langen Brief an meine beste Freundin.;I write a long letter to my best friend.
Du liest die interessante Zeitung mit deinem Kaffee am Morgen.;You read the interesting newspaper with your coffee in the morning.
Er öffnet das große Fenster mit der linken Hand.;He opens the big window with the left hand.
Wir schließen die alte Tür nach dem langen Gespräch.;We close the old door after the long conversation.
Sie nehmen den ersten Bus zur neuen Arbeit.;They take the first bus to the new job.
Ich bringe meiner netten Mutter frische Blumen aus dem Garten.;I bring my nice mother fresh flowers from the garden.
Du gibst deinem kleinen Bruder ein neues Spiel.;You give your little brother a new game.
Er hilft seiner alten Großmutter mit der schweren Tasche.;He helps his old grandmother with the heavy bag.
Wir fragen den freundlichen Lehrer nach der neuen Aufgabe.;We ask the friendly teacher about the new task.
Sie antworten dem jungen Mann mit einer klaren Stimme.;They answer the young man with a clear voice.
Ich beginne den langen Tag mit einem guten Frühstück.;I begin the long day with a good breakfast.
Du beendest die schwere Arbeit mit einem kleinen Erfolg.;You finish the hard work with a small success.
Er besucht seinen alten Freund in einer anderen Stadt.;He visits his old friend in another city.
Wir bleiben nach dem langen Film in einem kleinen Café.;We stay in a small café after the long movie.
Sie gehen durch den großen Park mit ihren kleinen Kindern.;They walk through the big park with their small children.
Ich laufe schnell über die breite Straße.;I run quickly across the wide street.
Du sitzt auf dem bequemen Stuhl neben dem großen Tisch.;You sit on the comfortable chair next to the big table.
Er steht vor dem alten Haus mit einer schweren Tasche.;He stands in front of the old house with a heavy bag.
Wir legen das neue Buch auf den kleinen Tisch.;We put the new book on the small table.
Sie hängen das schöne Bild an die helle Wand.;They hang the beautiful picture on the bright wall.
Ich stelle die kalte Milch in den großen Kühlschrank.;I put the cold milk into the big fridge.
Du legst den alten Schlüssel auf den runden Tisch.;You put the old key on the round table.
Er stellt die schwere Tasche neben die offene Tür.;He puts the heavy bag next to the open door.
Wir kochen eine warme Suppe mit frischem Gemüse.;We cook a warm soup with fresh vegetables.
Sie backen einen süßen Kuchen für den kleinen Geburtstag.;They bake a sweet cake for the small birthday.
Ich wasche die schmutzigen Hände mit kaltem Wasser.;I wash the dirty hands with cold water.
Du reinigst den großen Tisch mit einem nassen Tuch.;You clean the big table with a wet cloth.
Er kauft einen neuen Computer für die schwere Arbeit.;He buys a new computer for the hard work.
Wir verkaufen das alte Auto zu einem guten Preis.;We sell the old car at a good price.
Sie öffnen die kleinen Fenster am warmen Morgen.;They open the small windows in the warm morning.
Ich schließe die schwere Tür mit einem alten Schlüssel.;I close the heavy door with an old key.
Du lernst die deutschen Wörter mit großer Motivation.;You learn the German words with great motivation.
Er übt die schwierige Grammatik mit einem guten Lehrer.;He practices the difficult grammar with a good teacher.
Wir wiederholen die alten Sätze vor der wichtigen Prüfung.;We repeat the old sentences before the important exam.
Sie erklären die neuen Regeln mit klaren Beispielen.;They explain the new rules with clear examples.
Komm bitte in das große Zimmer mit dem runden Tisch!;Please come into the big room with the round table!
Öffne das kleine Fenster mit der rechten Hand!;Open the small window with the right hand!
Lies den langen Text mit großer Aufmerksamkeit!;Read the long text with great attention!
Schreib eine kurze Nachricht an deinen guten Freund!;Write a short message to your good friend!
Nimm den ersten Bus zur neuen Schule!;Take the first bus to the new school!
Gib dem alten Mann eine freundliche Antwort!;Give the old man a friendly answer!
Hilf deiner kleinen Schwester mit der schweren Aufgabe!;Help your little sister with the difficult task!
Kauf eine frische Banane auf dem großen Markt!;Buy a fresh banana at the big market!
Bring mir bitte ein kaltes Wasser aus der Küche!;Bring me a cold water from the kitchen please!
Erzähl mir eine interessante Geschichte aus deinem Leben!;Tell me an interesting story from your life!
Der Kellner bringt dem hungrigen Gast eine heiße Suppe aus der Küche.;The waiter brings the hungry guest a hot soup from the kitchen.
Die Ärztin gibt dem kranken Kind eine gute Medizin.;The doctor gives the sick child a good medicine.
Der Lehrer zeigt den neuen Schülern die große Schule.;The teacher shows the new students the big school.
Die Mutter kauft für ihre kleine Tochter ein warmes Kleid.;The mother buys a warm dress for her little daughter.
Der Vater repariert das kaputte Fahrrad in der alten Garage.;The father repairs the broken bicycle in the old garage.
Die Familie verbringt den sonnigen Tag am ruhigen See.;The family spends the sunny day at the quiet lake.
Der Tourist macht viele schöne Fotos von der alten Stadt.;The tourist takes many beautiful photos of the old city.
Die Kinder bauen einen großen Turm mit bunten Steinen.;The children build a big tower with colorful stones.
Der Verkäufer erklärt dem neuen Kunden das teure Produkt.;The seller explains the expensive product to the new customer.
Die Studentin stellt dem klugen Professor eine wichtige Frage.;The student asks the smart professor an important question.
Der Bäcker verkauft frisches Brot aus dem kleinen Laden.;The baker sells fresh bread from the small shop.
Die alte Frau erzählt ihrem jungen Enkel eine lange Geschichte.;The old woman tells her young grandson a long story.
Der Fahrer parkt das schnelle Auto vor dem großen Haus.;The driver parks the fast car in front of the big house.
Die Freunde treffen sich in einer gemütlichen Bar am Abend.;The friends meet in a cozy bar in the evening.
Der Junge trägt einen schweren Rucksack zur neuen Schule.;The boy carries a heavy backpack to the new school.
Die Lehrerin korrigiert die langen Texte mit einem roten Stift.;The teacher corrects the long texts with a red pen.
Der Koch bereitet ein leckeres Essen mit frischen Zutaten zu.;The cook prepares a tasty meal with fresh ingredients.
Die Gäste bestellen einen guten Wein in dem teuren Restaurant.;The guests order a good wine in the expensive restaurant.
Der Musiker spielt ein ruhiges Lied auf der alten Gitarre.;The musician plays a calm song on the old guitar.
Die Sängerin singt ein schönes Lied mit einer starken Stimme.;The singer sings a beautiful song with a strong voice.
Der Polizist kontrolliert den schnellen Fahrer auf der Straße.;The police officer checks the fast driver on the street.
Die Katze schläft auf dem weichen Sofa im warmen Zimmer.;The cat sleeps on the soft sofa in the warm room.
Der Hund läuft durch den großen Garten mit viel Energie.;The dog runs through the big garden with a lot of energy.
Die Sonne scheint über den blauen Himmel am Morgen.;The sun shines over the blue sky in the morning.
Der Regen fällt auf die nasse Straße am Abend.;The rain falls on the wet street in the evening.
Die Frau trägt einen eleganten Mantel im kalten Winter.;The woman wears an elegant coat in the cold winter.
Der Mann kauft einen warmen Schal für den kalten Tag.;The man buys a warm scarf for the cold day.
Die Kinder lernen neue Lieder in der kleinen Schule.;The children learn new songs in the small school.
Der Student schreibt wichtige Notizen während der langen Vorlesung.;The student writes important notes during the long lecture.
Die Freundin bringt ihrem besten Freund eine kleine Überraschung.;The friend brings her best friend a small surprise.
Der Nachbar gießt die grünen Pflanzen im schönen Garten.;The neighbor waters the green plants in the beautiful garden.
Die Familie feiert einen großen Geburtstag mit vielen Gästen.;The family celebrates a big birthday with many guests.
Der Junge öffnet vorsichtig die alte Holztür.;The boy carefully opens the old wooden door.
Die Frau schließt schnell das kleine Fenster wegen des Windes.;The woman quickly closes the small window because of the wind.
Der Mann liest die kurzen Nachrichten auf seinem neuen Handy.;The man reads the short messages on his new phone.
Die Kinder sehen einen lustigen Film im gemütlichen Wohnzimmer.;The children watch a funny movie in the cozy living room.
Der Lehrer erklärt die neue Regel mit einfachen Worten.;The teacher explains the new rule with simple words.
Die Schülerin beantwortet die schwere Frage mit großer Sicherheit.;The student answers the difficult question with great confidence.
Der Arzt untersucht den kranken Patienten im hellen Zimmer.;The doctor examines the sick patient in the bright room.
Die Krankenschwester bringt dem alten Mann ein frisches Wasser.;The nurse brings the old man fresh water.
Der Verkäufer zeigt der Frau ein günstiges Kleid.;The seller shows the woman an affordable dress.
Die Kundin bezahlt die teure Rechnung mit einer Kreditkarte.;The customer pays the expensive bill with a credit card.
Der Reisende nimmt den frühen Zug zum nächsten Bahnhof.;The traveler takes the early train to the next station.
Die Touristen besuchen ein berühmtes Museum in der großen Stadt.;The tourists visit a famous museum in the big city.
Der Schüler lernt die deutschen Artikel mit einem guten Beispiel.;The student learns the German articles with a good example.
Die Lehrerin stellt eine klare Aufgabe für die ganze Klasse.;The teacher sets a clear task for the whole class.
Der Junge fragt seine Mutter nach einem neuen Spiel.;The boy asks his mother for a new game.
Die Mutter antwortet ihrem Sohn mit einer ruhigen Stimme.;The mother answers her son with a calm voice.
Der Vater hilft seinem Kind bei den schwierigen Hausaufgaben.;The father helps his child with the difficult homework.
Die Familie isst ein warmes Abendessen an dem großen Tisch.;The family eats a warm dinner at the big table.
Der Kellner bringt die schnelle Rechnung nach dem Essen.;The waiter brings the quick bill after the meal.
Die Gäste verlassen das laute Restaurant nach einem langen Abend.;The guests leave the loud restaurant after a long evening.
Der Mann bestellt ein kaltes Bier in der kleinen Bar.;The man orders a cold beer in the small bar.
Die Frau trinkt einen heißen Tee mit etwas Zucker.;The woman drinks a hot tea with some sugar.
Der Junge spielt mit seinem neuen Spielzeug im hellen Zimmer.;The boy plays with his new toy in the bright room.
Die Kinder laufen über die grüne Wiese hinter dem Haus.;The children run across the green meadow behind the house.
Der Lehrer ruft die Namen der neuen Schüler laut.;The teacher calls the names of the new students loudly.
Die Schülerin öffnet ihr altes Buch auf der ersten Seite.;The student opens her old book on the first page.
Der Mann wartet auf den nächsten Bus an der Haltestelle.;The man waits for the next bus at the stop.
Die Frau steigt in den vollen Zug mit einer schweren Tasche.;The woman gets into the full train with a heavy bag.
Der Fahrer fährt durch den langen Tunnel unter der Stadt.;The driver drives through the long tunnel under the city.
Die Sonne geht hinter den hohen Bergen langsam unter.;The sun sets slowly behind the high mountains.
Der Wind weht durch die offenen Fenster in der Nacht.;The wind blows through the open windows at night.
Die Leute tanzen zu lauter Musik auf der großen Party.;The people dance to loud music at the big party.
Der DJ spielt moderne Lieder für die jungen Gäste.;The DJ plays modern songs for the young guests.
Die Freundin schenkt ihrem Freund ein schönes Armband.;The girlfriend gives her boyfriend a beautiful bracelet.
Der Freund bedankt sich bei seiner Freundin mit einem Kuss.;The boyfriend thanks his girlfriend with a kiss.
Lerne die neuen Wörter mit einem klaren Beispiel aus dem Buch!;Learn the new words with a clear example from the book!
Wiederhole die schwierigen Sätze mit großer Geduld jeden Tag!;Repeat the difficult sentences with great patience every day!
Schreibe die richtige Antwort mit einem blauen Stift in dein Heft!;Write the correct answer with a blue pen in your notebook!
Sprich mit deinem Lehrer über die neue Grammatik im Unterricht!;Speak with your teacher about the new grammar in class!
Hör gut zu und verstehe den einfachen Text Schritt für Schritt!;Listen carefully and understand the simple text step by step!
Lies den interessanten Artikel in der Zeitung am Morgen!;Read the interesting article in the newspaper in the morning!
Nimm einen warmen Mantel für den kalten Abend mit!;Take a warm coat for the cold evening with you!
Geh mit deinen guten Freunden in ein schönes Café in der Stadt!;Go with your good friends to a nice café in the city!
Komm pünktlich zu dem wichtigen Termin am frühen Morgen!;Come on time to the important appointment in the early morning!
Bleib ruhig in der schwierigen Situation mit dem neuen Problem!;Stay calm in the difficult situation with the new problem!
Der junge Arzt untersucht den kranken Patienten in einem ruhigen Zimmer.;The young doctor examines the sick patient in a quiet room.
Die fleißige Studentin beantwortet die schwierige Frage mit großer Sicherheit.;The hardworking student answers the difficult question with great confidence.
Ein alter Baum steht neben dem kleinen Haus am ruhigen See.;An old tree stands next to the small house by the quiet lake.
Der neue Chef spricht mit den wichtigen Kunden über ein großes Projekt.;The new boss speaks with the important clients about a big project.
Die kleine Katze schläft auf dem warmen Sofa im hellen Wohnzimmer.;The small cat sleeps on the warm sofa in the bright living room.
Ein freundlicher Kellner bringt den Gästen das frische Essen auf einem großen Teller.;A friendly waiter brings the guests the fresh food on a big plate.
Die moderne Firma entwickelt neue Produkte für den internationalen Markt.;The modern company develops new products for the international market.
Ein junger Mann wartet auf den nächsten Zug am großen Bahnhof.;A young man waits for the next train at the big train station.
Die alte Dame erzählt dem netten Kind eine spannende Geschichte.;The old lady tells the nice child an exciting story.
Ein guter Freund hilft mir bei einem wichtigen Problem.;A good friend helps me with an important problem.
Der schnelle Fahrer fährt das neue Auto durch eine enge Straße.;The fast driver drives the new car through a narrow street.
Die schöne Stadt bietet viele interessante Sehenswürdigkeiten für die Touristen.;The beautiful city offers many interesting sights for the tourists.
Ein kleines Mädchen malt ein buntes Bild mit vielen Farben.;A small girl paints a colorful picture with many colors.
Der erfahrene Lehrer erklärt den Schülern die neue Grammatik mit einfachen Worten.;The experienced teacher explains the new grammar to the students with simple words.
Ein hungriger Hund sucht nach einem leckeren Essen im Garten.;A hungry dog looks for tasty food in the garden.
Die junge Familie plant einen langen Urlaub in einem warmen Land.;The young family plans a long vacation in a warm country.
Ein fleißiger Arbeiter baut ein großes Haus mit starken Materialien.;A hardworking worker builds a big house with strong materials.
Der kleine Junge fragt seine Mutter nach einem neuen Spielzeug.;The small boy asks his mother for a new toy.
Die nette Verkäuferin zeigt dem Kunden ein günstiges Produkt.;The nice saleswoman shows the customer an affordable product.
Ein alter Mann liest eine dicke Zeitung auf einer ruhigen Bank.;An old man reads a thick newspaper on a quiet bench.
Der kluge Schüler versteht die schwierige Aufgabe ohne Hilfe.;The smart student understands the difficult task without help.
Die aktive Sportlerin trainiert jeden Tag für einen wichtigen Wettkampf.;The active athlete trains every day for an important competition.
Ein neugieriges Kind öffnet vorsichtig eine alte Kiste im Keller.;A curious child carefully opens an old box in the basement.
Der berühmte Sänger singt ein neues Lied vor vielen Menschen.;The famous singer sings a new song in front of many people.
Die freundlichen Nachbarn feiern zusammen eine kleine Party im Garten.;The friendly neighbors celebrate a small party together in the garden.
Ein starker Wind bewegt die hohen Bäume im dunklen Wald.;A strong wind moves the tall trees in the dark forest.
Der kleine Laden verkauft frisches Obst und Gemüse aus der Region.;The small shop sells fresh fruits and vegetables from the region.
Die kluge Frau löst das schwierige Problem mit einer guten Idee.;The smart woman solves the difficult problem with a good idea.
Ein junger Student sucht eine günstige Wohnung in der großen Stadt.;A young student looks for an affordable apartment in the big city.
Der freundliche Polizist hilft den Touristen mit klaren Informationen.;The friendly police officer helps the tourists with clear information.
Die warme Sonne scheint auf die ruhige Straße am Morgen.;The warm sun shines on the quiet street in the morning.
Ein kleines Restaurant bietet leckeres Essen zu einem guten Preis.;A small restaurant offers tasty food at a good price.
Der erfahrene Koch bereitet ein besonderes Gericht mit frischen Zutaten zu.;The experienced cook prepares a special dish with fresh ingredients.
Die junge Frau trägt ein schönes Kleid mit einem eleganten Design.;The young woman wears a beautiful dress with an elegant design.
Ein alter Freund besucht mich nach einer langen Zeit.;An old friend visits me after a long time.
Der große Hund bewacht das ruhige Haus in der Nacht.;The big dog guards the quiet house at night.
Die fleißigen Schüler lernen die neuen Wörter vor der wichtigen Prüfung.;The hardworking students learn the new words before the important exam.
Ein moderner Computer verarbeitet viele Daten in kurzer Zeit.;A modern computer processes a lot of data in a short time.
Der nette Lehrer stellt den Schülern eine interessante Frage.;The nice teacher asks the students an interesting question.
Die junge Mutter kauft ihrem kleinen Kind warme Kleidung für den Winter.;The young mother buys her small child warm clothes for the winter.
Ein schneller Zug verbindet die zwei großen Städte miteinander.;A fast train connects the two big cities with each other.
Der alte Markt bietet viele frische Produkte aus der Region.;The old market offers many fresh products from the region.
Die schöne Landschaft zeigt hohe Berge und klare Seen.;The beautiful landscape shows high mountains and clear lakes.
Ein fleißiger Mitarbeiter erledigt die wichtige Aufgabe mit großer Sorgfalt.;A hardworking employee completes the important task with great care.
Der kleine Vogel fliegt über den ruhigen Garten am Abend.;The small bird flies over the quiet garden in the evening.
Die kluge Entscheidung bringt dem Unternehmen einen großen Erfolg.;The smart decision brings the company great success.
Ein freundlicher Nachbar leiht mir ein nützliches Werkzeug für die Arbeit.;A friendly neighbor lends me a useful tool for the work.
Der junge Fahrer parkt das Auto vor dem großen Gebäude.;The young driver parks the car in front of the big building.
Die aktive Gruppe organisiert ein spannendes Event für viele Gäste.;The active group organizes an exciting event for many guests.
Ein alter Film erzählt eine traurige Geschichte aus der Vergangenheit.;An old film tells a sad story from the past.
Der nette Kollege erklärt mir die neue Aufgabe mit viel Geduld.;The nice colleague explains the new task to me with a lot of patience.
Die kleine Schule liegt in einem ruhigen Dorf in den Bergen.;The small school lies in a quiet village in the mountains.
Ein junger Künstler malt ein großes Bild mit modernen Ideen.;A young artist paints a big picture with modern ideas.
Der erfahrene Fahrer kennt den schnellen Weg durch die Stadt.;The experienced driver knows the fast way through the city.
Die freundliche Familie lädt uns zu einem leckeren Abendessen ein.;The friendly family invites us to a tasty dinner.
Ein neugieriger Tourist fotografiert die alten Gebäude im Zentrum.;A curious tourist photographs the old buildings in the center.
Der starke Regen fällt auf die leere Straße am Abend.;The heavy rain falls on the empty street in the evening.
Die kluge Antwort überzeugt den strengen Lehrer sofort.;The smart answer convinces the strict teacher immediately.
Ein kleiner Hund spielt mit einem bunten Ball auf der grünen Wiese.;A small dog plays with a colorful ball on the green meadow.
Der große Supermarkt bietet viele Produkte aus verschiedenen Ländern.;The big supermarket offers many products from different countries.
Die junge Studentin arbeitet an einem wichtigen Projekt für die Universität.;The young student works on an important project for the university.
Ein erfahrener Arzt gibt dem Patienten einen guten Rat.;An experienced doctor gives the patient good advice.
Der freundliche Verkäufer empfiehlt dem Kunden ein günstiges Angebot.;The friendly seller recommends the customer a good deal.
Die schöne Musik klingt durch das ganze große Haus.;The beautiful music sounds through the whole big house.
Ein alter Lehrer erinnert sich an seine ersten Schüler.;An old teacher remembers his first students.
Der schnelle Läufer gewinnt das wichtige Rennen mit großem Abstand.;The fast runner wins the important race by a big margin.
Die nette Freundin bringt mir ein kleines Geschenk zum Geburtstag.;The nice friend brings me a small gift for my birthday.
Ein kluger Plan hilft dem Team bei einem schwierigen Problem.;A smart plan helps the team with a difficult problem.
Der Schüler beantwortet die einfache Frage mit einer richtigen Antwort im Unterricht.;The student answers the simple question with a correct answer in class.
Die Lehrerin erklärt den neuen Schülern die deutsche Grammatik mit vielen Beispielen.;The teacher explains German grammar to the new students with many examples.
Der Tourist fragt nach dem Weg zum berühmten Museum in der Stadt.;The tourist asks for the way to the famous museum in the city.
Die Verkäuferin empfiehlt dem Kunden ein günstiges Produkt aus dem Sortiment.;The saleswoman recommends an affordable product from the selection to the customer.
Der Arzt verschreibt dem kranken Mann eine starke Medizin gegen die Schmerzen.;The doctor prescribes strong medicine to the sick man against the pain.
Die Krankenschwester kümmert sich um den alten Patienten mit großer Geduld.;The nurse takes care of the old patient with great patience.
Der Mechaniker repariert das kaputte Auto in der kleinen Werkstatt.;The mechanic repairs the broken car in the small workshop.
Die Sekretärin organisiert einen wichtigen Termin für den neuen Chef.;The secretary organizes an important appointment for the new boss.
Der Chef spricht mit den Mitarbeitern über das neue Projekt im Büro.;The boss talks with the employees about the new project in the office.
Die Firma produziert hochwertige Produkte für den internationalen Markt.;The company produces high-quality products for the international market.
Der Kunde beschwert sich über das schlechte Essen in dem Restaurant.;The customer complains about the bad food in the restaurant.
Die Kellnerin bringt dem Gast eine saubere Speisekarte auf den Tisch.;The waitress brings a clean menu to the guest on the table.
Der Koch schneidet frisches Gemüse mit einem scharfen Messer in der Küche.;The cook cuts fresh vegetables with a sharp knife in the kitchen.
Die Familie plant einen langen Urlaub in einem warmen Land am Meer.;The family plans a long vacation in a warm country by the sea.
Der Reisende packt seine schweren Koffer für die wichtige Reise.;The traveler packs his heavy suitcases for the important trip.
Die Passagiere warten auf den verspäteten Flug am großen Flughafen.;The passengers wait for the delayed flight at the big airport.
Der Fahrer tankt das Auto an der nächsten Tankstelle außerhalb der Stadt.;The driver refuels the car at the next gas station outside the city.
Die Polizei sucht nach dem verlorenen Schlüssel in der dunklen Straße.;The police search for the lost key in the dark street.
Der Feuerwehrmann löscht das große Feuer mit viel Wasser.;The firefighter extinguishes the big fire with a lot of water.
Die Nachbarn sprechen über das laute Geräusch in der Nacht.;The neighbors talk about the loud noise at night.
Der Mann telefoniert mit seiner Frau über den wichtigen Termin.;The man talks on the phone with his wife about the important appointment.
Die Frau schreibt eine kurze Nachricht an ihren Kollegen im Büro.;The woman writes a short message to her colleague in the office.
Der Junge erklärt seinem Freund die schwierige Aufgabe aus dem Buch.;The boy explains the difficult task from the book to his friend.
Die Mädchen unterhalten sich über die neue Mode in der Schule.;The girls talk about the new fashion in school.
Der Student diskutiert mit dem Professor über ein interessantes Thema.;The student discusses an interesting topic with the professor.
