Ich bin.;I am.
Sie fragte mich, warum ich gestern nicht zur Besprechung gekommen sei.;She asked me why I hadn’t come to the meeting yesterday.
Wir haben beschlossen, das Wochenende in den Bergen zu verbringen.;We decided to spend the weekend in the mountains.
Es überrascht mich immer wieder, wie kreativ Kinder sein können.;I am always surprised by how creative children can be.
Wenn ich genug Geld hätte, würde ich eine Weltreise machen.;If I had enough money, I would go on a world trip.
Er konnte seine Meinung nicht ändern, obwohl die Argumente logisch waren.;He could not change his opinion, although the arguments were logical.
Die Firma plant, in den nächsten Monaten neue Produkte auf den Markt zu bringen.;The company plans to launch new products in the coming months.
Obwohl sie krank war, ging sie zur Arbeit, um niemanden zu enttäuschen.;Although she was sick, she went to work so as not to disappoint anyone.
Nachdem wir die Dokumente überprüft hatten, konnten wir den Vertrag unterschreiben.;After we had checked the documents, we were able to sign the contract.
Sie fragte, ob ich nächste Woche Zeit hätte, um ihr Projekt zu besprechen.;She asked if I had time next week to discuss her project.
Es ist wichtig, dass man regelmäßig Sport treibt, um fit zu bleiben.;It is important to exercise regularly to stay fit.
Wir mussten die Sitzung verschieben, weil einige Teilnehmer nicht erscheinen konnten.;We had to postpone the meeting because some participants could not attend.
Er hofft, dass sein Vorschlag bei der nächsten Besprechung angenommen wird.;He hopes that his proposal will be accepted at the next meeting.
Trotz der schwierigen Umstände blieb das Team motiviert und engagiert.;Despite the difficult circumstances, the team remained motivated and committed.
Wenn du mir früher Bescheid gegeben hättest, hätte ich besser helfen können.;If you had informed me earlier, I could have helped better.
Sie erzählte, dass sie in ihrer Freizeit gerne klassische Musik hört.;She said that she likes to listen to classical music in her free time.
Es wird immer schwieriger, einen passenden Job in dieser Branche zu finden.;It is becoming increasingly difficult to find a suitable job in this industry.
Wir sollten die Probleme frühzeitig erkennen, um größere Schäden zu vermeiden.;We should identify problems early to avoid bigger damages.
Er bedankte sich für die Unterstützung, die er während des Projekts erhalten hatte.;He thanked for the support he had received during the project.
Obwohl das Hotel teuer war, war der Aufenthalt sehr angenehm.;Although the hotel was expensive, the stay was very pleasant.
Ich habe gehört, dass die neue Ausstellung im Museum sehr beeindruckend sein soll.;I heard that the new exhibition at the museum is supposed to be very impressive.
Wenn das Angebot attraktiv ist, werden viele Kunden daran interessiert sein.;If the offer is attractive, many customers will be interested.
Wir haben uns entschieden, die Aufgabe gemeinsam zu bearbeiten, um effizienter zu sein.;We decided to work on the task together to be more efficient.
Sie konnte nicht glauben, dass er die Wahrheit nicht kannte.;She could not believe that he did not know the truth.
Nachdem ich den Bericht gelesen hatte, konnte ich die Situation besser verstehen.;After I had read the report, I could understand the situation better.
Er betonte, wie wichtig Teamarbeit für den Erfolg des Projekts sei.;He emphasized how important teamwork is for the success of the project.
Obwohl es spät war, entschieden wir uns, noch einen Spaziergang zu machen.;Although it was late, we decided to go for another walk.
Wenn du regelmäßig übst, wirst du schnell Fortschritte machen.;If you practice regularly, you will make progress quickly.
Wir mussten die Reise absagen, weil das Wetter zu schlecht war.;We had to cancel the trip because the weather was too bad.
Sie fragte mich, ob ich schon Erfahrung mit dieser Software hätte.;She asked me if I already had experience with this software.
Es ist schwierig, eine ausgewogene Meinung zu bilden, wenn die Informationen unvollständig sind.;It is difficult to form a balanced opinion when the information is incomplete.
Nachdem er den Anruf erhalten hatte, bereitete er sich sofort auf das Meeting vor.;After he had received the call, he immediately prepared for the meeting.
Wir hoffen, dass das neue Konzept erfolgreich umgesetzt werden kann.;We hope that the new concept can be implemented successfully.
Obwohl das Auto alt war, funktionierte es noch einwandfrei.;Although the car was old, it still worked perfectly.
Wenn du möchtest, kann ich dir bei der Präsentation helfen.;If you want, I can help you with the presentation.
Sie erklärte, dass sie den Termin aus persönlichen Gründen verschieben müsse.;She explained that she had to postpone the appointment for personal reasons.
Es wird erwartet, dass die Preise in den nächsten Monaten steigen.;It is expected that prices will increase in the coming months.
Wir diskutierten über verschiedene Möglichkeiten, das Problem zu lösen.;We discussed various possibilities to solve the problem.
Er bedauerte, dass er die Einladung nicht rechtzeitig angenommen hatte.;He regretted that he had not accepted the invitation in time.
Obwohl es viele Herausforderungen gab, blieb sie optimistisch.;Although there were many challenges, she remained optimistic.
Wenn wir mehr Informationen hätten, könnten wir eine bessere Entscheidung treffen.;If we had more information, we could make a better decision.
Sie versprach, dass sie sich in Zukunft mehr bemühen würde.;She promised that she would make more effort in the future.
Es ist notwendig, dass alle Teilnehmer pünktlich erscheinen.;It is necessary that all participants arrive on time.
Wir haben uns entschieden, die Strategie zu ändern, um bessere Ergebnisse zu erzielen.;We decided to change the strategy to achieve better results.
Nachdem die Sitzung beendet war, gingen alle Teilnehmer zusammen essen.;After the meeting was over, all participants went to eat together.
Er fragte, ob ich ihm bei der Vorbereitung auf die Prüfung helfen könnte.;He asked if I could help him prepare for the exam.
Obwohl das Restaurant voll war, bekamen wir sofort einen Tisch.;Although the restaurant was full, we got a table immediately.
Wenn ich früher angefangen hätte, wäre die Arbeit schneller erledigt gewesen.;If I had started earlier, the work would have been finished faster.
Sie betonte, dass Qualität immer Vorrang vor Quantität haben sollte.;She emphasized that quality should always take precedence over quantity.
Wir sollten die Risiken genau analysieren, bevor wir eine Entscheidung treffen.;We should analyze the risks carefully before making a decision.
Er hofft, dass seine Ideen bei der Besprechung positiv aufgenommen werden.;He hopes that his ideas will be received positively at the meeting.
Obwohl das Wetter kalt war, gingen wir schwimmen.;Although the weather was cold, we went swimming.
Wenn du die Regeln befolgst, wird alles reibungslos verlaufen.;If you follow the rules, everything will go smoothly.
Sie hat beschlossen, ihr Studium im Ausland fortzusetzen.;She has decided to continue her studies abroad.
Obwohl er viel zu tun hatte, nahm er sich Zeit für seine Freunde.;Although he had a lot to do, he took time for his friends.
Wenn wir früher losgefahren wären, hätten wir den Zug nicht verpasst.;If we had left earlier, we would not have missed the train.
Er erklärte, dass die neuen Richtlinien ab nächsten Monat gelten würden.;He explained that the new regulations would take effect next month.
Nachdem sie die Nachricht erhalten hatte, konnte sie kaum glauben, was geschehen war.;After she received the news, she could hardly believe what had happened.
Wir müssen die Informationen sorgfältig überprüfen, bevor wir eine Entscheidung treffen.;We need to check the information carefully before making a decision.
Sie fragte, warum ich gestern so spät nach Hause gekommen sei.;She asked why I had come home so late yesterday.
Es ist erstaunlich, wie viel man in kurzer Zeit lernen kann, wenn man sich konzentriert.;It is amazing how much one can learn in a short time if one concentrates.
Trotz der Probleme blieb die Stimmung im Team positiv.;Despite the problems, the mood in the team remained positive.
Wenn ich die Gelegenheit hätte, würde ich gerne ein Praktikum in diesem Unternehmen machen.;If I had the opportunity, I would like to do an internship in this company.
Wir haben beschlossen, die Präsentation noch einmal zu überarbeiten.;We decided to revise the presentation once more.
Er betonte, wie wichtig es sei, frühzeitig auf Probleme zu reagieren.;He emphasized how important it is to respond to problems early.
Obwohl das Projekt anspruchsvoll war, konnten wir es erfolgreich abschließen.;Although the project was demanding, we were able to complete it successfully.
Nachdem ich den Bericht geschrieben hatte, überprüfte ich ihn mehrmals auf Fehler.;After I had written the report, I checked it several times for errors.
Sie fragte, ob wir nächste Woche an dem Seminar teilnehmen würden.;She asked whether we would attend the seminar next week.
Es wird empfohlen, regelmäßig Pausen zu machen, um produktiver zu sein.;It is recommended to take regular breaks to be more productive.
Wir mussten die Besprechung verschieben, weil der Geschäftsführer verhindert war.;We had to postpone the meeting because the CEO was unavailable.
Er bedauerte, dass er die Chance nicht genutzt hatte.;He regretted that he had not taken the opportunity.
Obwohl die Aufgabe schwierig war, konnte sie sie ohne Hilfe lösen.;Although the task was difficult, she was able to solve it without help.
Wenn das Wetter morgen schlecht ist, müssen wir den Ausflug verschieben.;If the weather is bad tomorrow, we have to postpone the trip.
Sie erzählte, dass sie schon seit Jahren ehrenamtlich arbeitet.;She said that she has been doing volunteer work for years.
Es ist notwendig, dass alle Dokumente vor der Sitzung vorbereitet werden.;It is necessary that all documents are prepared before the meeting.
Wir diskutierten über die besten Strategien, um das Problem zu lösen.;We discussed the best strategies to solve the problem.
Er fragte, ob ich ihm bei der Recherche helfen könnte.;He asked if I could help him with the research.
Obwohl das Hotel sehr teuer war, war der Aufenthalt angenehm.;Although the hotel was very expensive, the stay was pleasant.
Wenn du die Aufgaben rechtzeitig erledigst, hast du weniger Stress.;If you complete the tasks on time, you will have less stress.
Wir hoffen, dass das neue Projekt erfolgreich sein wird.;We hope that the new project will be successful.
Sie versprach, dass sie die Vorschläge sorgfältig prüfen würde.;She promised that she would examine the suggestions carefully.
Es ist erstaunlich, wie viele Möglichkeiten sich in kurzer Zeit ergeben können.;It is amazing how many opportunities can arise in a short time.
Nachdem die Sitzung beendet war, gingen alle Teilnehmer zusammen Mittag essen.;After the meeting was over, all participants went to have lunch together.
Er betonte, dass Pünktlichkeit für das Team sehr wichtig sei.;He emphasized that punctuality is very important for the team.
Obwohl es draußen kalt war, entschieden wir uns, einen Spaziergang zu machen.;Although it was cold outside, we decided to take a walk.
Wenn ich früher angefangen hätte, hätte ich die Arbeit schneller erledigt.;If I had started earlier, I would have finished the work faster.
Sie erklärte, dass sie aus persönlichen Gründen umziehen müsse.;She explained that she had to move for personal reasons.
Es wird erwartet, dass die Nachfrage nach diesem Produkt in den nächsten Monaten steigt.;It is expected that the demand for this product will increase in the coming months.
Wir haben uns entschieden, die Strategie anzupassen, um bessere Ergebnisse zu erzielen.;We decided to adjust the strategy to achieve better results.
Nachdem er den Anruf erhalten hatte, begann er sofort mit den Vorbereitungen.;After he received the call, he immediately started the preparations.
Er fragte, ob ich ihm bei der Vorbereitung auf die Präsentation helfen könnte.;He asked if I could help him prepare for the presentation.
Obwohl das Restaurant sehr voll war, bekamen wir sofort einen Tisch.;Although the restaurant was very full, we got a table immediately.
Wenn du die Regeln einhältst, wird alles problemlos ablaufen.;If you follow the rules, everything will go smoothly.
Wir sollten die Risiken gründlich analysieren, bevor wir eine Entscheidung treffen.;We should analyze the risks thoroughly before making a decision.
Sie betonte, dass Qualität wichtiger sei als Quantität.;She emphasized that quality is more important than quantity.
Obwohl er müde war, arbeitete er noch bis spät in die Nacht.;Although he was tired, he worked late into the night.
Wenn das Angebot attraktiv ist, werden viele Kunden interessiert sein.;If the offer is attractive, many customers will be interested.
Wir haben uns entschieden, die Aufgabe gemeinsam zu lösen, um effizienter zu sein.;We decided to solve the task together to be more efficient.
Er konnte nicht glauben, dass sie die Wahrheit nicht kannte.;He could not believe that she did not know the truth.
Nachdem ich den Bericht gelesen hatte, konnte ich die Situation besser einschätzen.;After I had read the report, I could better assess the situation.
Es überrascht mich, wie schnell sich die Technologie verändert.;It surprises me how quickly technology is changing.
Trotz der Schwierigkeiten blieb das Team motiviert und konzentriert.;Despite the difficulties, the team remained motivated and focused.
Wenn du regelmäßig übst, wirst du schnell Fortschritte machen.;If you practice regularly, you will make progress quickly.
Sie fragte, ob ich ihr bei den Hausaufgaben helfen könnte.;She asked if I could help her with the homework.
Es ist wichtig, dass man ausreichend Schlaf bekommt, um produktiv zu sein.;It is important to get enough sleep to be productive.
Wir mussten die Reise absagen, weil das Wetter zu schlecht war.;We had to cancel the trip because the weather was too bad.
Obwohl das Auto alt war, funktionierte es noch einwandfrei.;Although the car was old, it still worked perfectly.
Wenn ich mehr Zeit hätte, würde ich ein neues Hobby beginnen.;If I had more time, I would start a new hobby.
Sie erzählte, dass sie in ihrer Freizeit gerne liest.;She said that she likes to read in her free time.
Es wird empfohlen, sich vor wichtigen Entscheidungen gründlich zu informieren.;It is recommended to inform oneself thoroughly before making important decisions.
Wir diskutierten über verschiedene Lösungen für das Problem.;We discussed various solutions to the problem.
Er bedauerte, dass er die Einladung nicht rechtzeitig angenommen hatte.;He regretted that he had not accepted the invitation in time.
Obwohl das Wetter schlecht war, machten wir einen langen Spaziergang.;Although the weather was bad, we took a long walk.
Wenn wir mehr Informationen hätten, könnten wir eine bessere Entscheidung treffen.;If we had more information, we could make a better decision.
Sie versprach, dass sie sich in Zukunft mehr bemühen würde.;She promised that she would try harder in the future.
Es ist notwendig, dass alle Teilnehmer pünktlich erscheinen.;It is necessary that all participants arrive on time.
Wir haben uns entschieden, die Strategie zu ändern, um bessere Ergebnisse zu erzielen.;We decided to change the strategy to achieve better results.
Nachdem die Sitzung beendet war, gingen alle Teilnehmer zusammen essen.;After the meeting was over, all participants went to eat together.
Er fragte, ob ich ihm bei der Vorbereitung auf die Prüfung helfen könnte.;He asked if I could help him prepare for the exam.
Obwohl das Restaurant voll war, bekamen wir sofort einen Tisch.;Although the restaurant was full, we got a table immediately.
Wenn ich früher angefangen hätte, wäre die Arbeit schneller erledigt gewesen.;If I had started earlier, the work would have been finished faster.
Sie betonte, dass Qualität immer Vorrang vor Quantität haben sollte.;She emphasized that quality should always take precedence over quantity.
Wir sollten die Risiken genau analysieren, bevor wir eine Entscheidung treffen.;We should analyze the risks carefully before making a decision.
Er hofft, dass seine Ideen bei der Besprechung positiv aufgenommen werden.;He hopes that his ideas will be received positively at the meeting.
Obwohl das Wetter kalt war, gingen wir schwimmen.;Although the weather was cold, we went swimming.
Wenn du die Regeln befolgst, wird alles reibungslos verlaufen.;If you follow the rules, everything will go smoothly.
Ich habe gestern in einem neuen italienischen Restaurant zu Abend gegessen.;I had dinner yesterday at a new Italian restaurant.
Die Kellnerin erklärte freundlich die Spezialitäten des Tages.;The waitress explained the daily specials in a friendly manner.
Obwohl das Restaurant voll war, fanden wir sofort einen Tisch.;Although the restaurant was full, we immediately found a table.
Wenn Sie möchten, kann ich Ihnen die Weinkarte zeigen.;If you like, I can show you the wine list.
Wir entschieden uns, eine Vorspeise und ein Hauptgericht zu bestellen.;We decided to order an appetizer and a main course.
Der Koch bereitet jedes Gericht mit frischen Zutaten zu.;The chef prepares every dish with fresh ingredients.
Nachdem wir die Speisekarte studiert hatten, wählten wir ein vegetarisches Menü.;After we had studied the menu, we chose a vegetarian menu.
Sie fragte, ob wir einen Tisch für vier Personen reserviert hätten.;She asked if we had reserved a table for four people.
Es wird empfohlen, mindestens einen Tag im Voraus zu reservieren.;It is recommended to make a reservation at least one day in advance.
Der Service war ausgezeichnet, und wir fühlten uns sehr willkommen.;The service was excellent, and we felt very welcome.
Obwohl das Restaurant teuer war, lohnte sich der Besuch.;Although the restaurant was expensive, the visit was worth it.
Wenn Sie möchten, kann ich Ihnen ein Gericht ohne Gluten empfehlen.;If you like, I can recommend a gluten-free dish.
Wir haben beschlossen, das Dessert zu teilen, um alles zu probieren.;We decided to share the dessert to try everything.
Die Kellnerin brachte uns das Essen schneller als erwartet.;The waitress brought us the food faster than expected.
Er betonte, dass das Tagesgericht besonders frisch und lecker sei.;He emphasized that the daily special was especially fresh and delicious.
Nachdem wir das Hauptgericht gegessen hatten, bestellten wir Kaffee.;After we had eaten the main course, we ordered coffee.
Sie fragte, ob wir mit der Rechnung zufrieden seien.;She asked if we were satisfied with the bill.
Es ist wichtig, die Allergien der Gäste zu berücksichtigen.;It is important to take the guests’ allergies into account.
Wir mussten ein paar Minuten warten, bis unser Tisch frei wurde.;We had to wait a few minutes until our table became free.
Obwohl wir spät ankamen, begrüßte uns der Kellner freundlich.;Although we arrived late, the waiter greeted us politely.
Wenn Sie möchten, kann ich Ihnen ein lokales Gericht empfehlen.;If you like, I can recommend a local dish.
Wir entschieden uns, den Rotwein zu einem Stück Rindfleisch zu probieren.;We decided to try the red wine with a piece of beef.
Der Koch hat das Gericht perfekt gewürzt.;The chef seasoned the dish perfectly.
Nachdem wir die Rechnung bezahlt hatten, verabschiedeten wir uns.;After we had paid the bill, we said goodbye.
Sie fragte, ob wir den Nachtisch lieber im Restaurant oder zum Mitnehmen möchten.;She asked if we preferred the dessert in the restaurant or to take away.
Es wird empfohlen, die Spezialität des Hauses zu probieren.;It is recommended to try the house specialty.
Wir diskutierten, ob wir draußen auf der Terrasse oder drinnen sitzen sollten.;We discussed whether we should sit outside on the terrace or inside.
Obwohl das Essen etwas lange dauerte, war es jeden Moment wert.;Although the food took a bit long, it was worth every moment.
Wenn Sie Fragen zum Menü haben, zögern Sie bitte nicht zu fragen.;If you have questions about the menu, please do not hesitate to ask.
Die Kellnerin erklärte, dass das Dessert frisch zubereitet werde.;The waitress explained that the dessert was freshly prepared.
Wir haben beschlossen, ein Glas Champagner zur Feier des Tages zu trinken.;We decided to drink a glass of champagne to celebrate the day.
Er bedauerte, dass er das Gericht nicht früher bestellt hatte.;He regretted that he had not ordered the dish earlier.
Obwohl wir keinen Platz reserviert hatten, fanden wir einen freien Tisch.;Although we had not reserved a table, we found a free one.
Wenn Sie möchten, kann ich Ihnen ein leichtes Gericht empfehlen.;If you like, I can recommend a light dish.
Wir entschieden uns, die Vorspeise zu teilen.;We decided to share the appetizer.
Der Kellner bot uns an, die Weinempfehlung des Hauses zu probieren.;The waiter offered us to try the house wine recommendation.
Nachdem wir die Getränke bestellt hatten, begann der Abend angenehm.;After we had ordered the drinks, the evening started pleasantly.
Sie fragte, ob wir mit dem Service zufrieden waren.;She asked if we were satisfied with the service.
Es ist wichtig, die Tischordnung bei großen Gruppen zu beachten.;It is important to consider the seating arrangement for large groups.
Wir mussten die Bestellung ändern, da ein Gericht ausverkauft war.;We had to change the order because a dish was sold out.
Obwohl das Restaurant klein war, war die Atmosphäre sehr gemütlich.;Although the restaurant was small, the atmosphere was very cozy.
Wenn Sie möchten, kann ich Ihnen ein Gericht mit Fisch empfehlen.;If you like, I can recommend a fish dish.
Wir entschieden uns, das Tagesmenü zu probieren.;We decided to try the daily menu.
Der Kellner erklärte, dass alle Zutaten regional seien.;The waiter explained that all ingredients were regional.
Nachdem wir die Vorspeise gegessen hatten, bestellten wir den Hauptgang.;After we had eaten the appetizer, we ordered the main course.
Sie fragte, ob wir auch vegetarische Optionen bevorzugen.;She asked if we also preferred vegetarian options.
Es wird empfohlen, den Wein vor dem Essen zu probieren.;It is recommended to taste the wine before the meal.
Wir diskutierten, ob wir den Nachtisch jetzt oder später essen sollten.;We discussed whether we should eat the dessert now or later.
Obwohl das Restaurant sehr beliebt war, wurden wir schnell bedient.;Although the restaurant was very popular, we were served quickly.
Wenn Sie möchten, kann ich Ihnen die Spezialitäten des Küchenchefs vorstellen.;If you like, I can introduce you to the chef’s specials.
Wir haben uns entschieden, das Dessert zu probieren, obwohl wir schon satt waren.;We decided to try the dessert, even though we were already full.
Obwohl der Service sehr schnell war, war das Essen nicht ganz heiß.;Although the service was very fast, the food was not entirely hot.
Wenn Sie möchten, kann ich Ihnen die Tagesangebote vorstellen.;If you like, I can present the daily specials to you.
Der Koch erklärte, dass alle Speisen frisch zubereitet werden.;The chef explained that all dishes are prepared fresh.
Nachdem wir die Getränke bestellt hatten, begann der Kellner, die Teller zu servieren.;After we had ordered the drinks, the waiter began serving the plates.
Sie fragte, ob wir eine Allergie gegen Nüsse oder Milchprodukte hätten.;She asked if we had an allergy to nuts or dairy products.
Es wird empfohlen, einen Tisch im Voraus zu reservieren, besonders am Wochenende.;It is recommended to reserve a table in advance, especially on weekends.
Wir diskutierten, ob wir das Menü à la carte oder das feste Menü wählen sollten.;We discussed whether to choose the à la carte menu or the set menu.
Obwohl das Restaurant klein war, war die Einrichtung sehr modern.;Although the restaurant was small, the interior was very modern.
Wenn Sie möchten, kann ich Ihnen ein veganes Gericht empfehlen.;If you like, I can recommend a vegan dish.
Wir entschieden uns, einen Tisch am Fenster zu nehmen, um die Aussicht zu genießen.;We decided to take a table by the window to enjoy the view.
Der Kellner bot an, die Getränke nachzufüllen, bevor wir das Essen beendet hatten.;The waiter offered to refill the drinks before we had finished the meal.
Nachdem wir das Hauptgericht gegessen hatten, brachte der Kellner das Dessert.;After we had eaten the main course, the waiter brought the dessert.
Sie fragte, ob wir möchten, dass der Wein gekühlt serviert wird.;She asked if we wanted the wine served chilled.
Es ist wichtig, dass man höflich bleibt, wenn man eine Beschwerde hat.;It is important to remain polite when making a complaint.
Wir mussten die Bestellung ändern, da ein Gericht nicht mehr verfügbar war.;We had to change the order because a dish was no longer available.
Obwohl wir schon spät kamen, war das Personal sehr freundlich.;Although we arrived late, the staff was very friendly.
Wenn du möchtest, kann ich dir ein Gericht mit Meeresfrüchten empfehlen.;If you like, I can recommend a seafood dish.
Wir entschieden uns, ein Glas Sekt zur Feier des Geburtstags zu trinken.;We decided to drink a glass of sparkling wine to celebrate the birthday.
Der Koch erklärte, dass die Suppe täglich frisch zubereitet wird.;The chef explained that the soup is prepared fresh daily.
Nachdem wir die Vorspeise probiert hatten, bestellten wir den Hauptgang.;After we had tried the appetizer, we ordered the main course.
Sie fragte, ob wir lieber einen Tisch drinnen oder draußen möchten.;She asked if we preferred a table inside or outside.
Es wird empfohlen, die Weine vor dem Essen zu probieren.;It is recommended to taste the wines before the meal.
Wir diskutierten, ob wir die Rechnung zusammen oder getrennt bezahlen sollten.;We discussed whether to pay the bill together or separately.
Obwohl das Restaurant sehr beliebt war, konnten wir sofort einen Tisch bekommen.;Although the restaurant was very popular, we could get a table immediately.
Wenn Sie möchten, kann ich Ihnen ein Gericht mit Hühnchen empfehlen.;If you like, I can recommend a chicken dish.
Wir entschieden uns, die Spezialität des Hauses zu probieren.;We decided to try the house specialty.
Der Kellner erklärte, dass alle Zutaten aus der Region stammen.;The waiter explained that all ingredients come from the region.
Nachdem wir die Getränke bestellt hatten, begann das Personal, die Speisen zu servieren.;After we had ordered the drinks, the staff began serving the food.
Sie fragte, ob wir möchten, dass der Nachtisch direkt serviert wird.;She asked if we wanted the dessert served immediately.
Es ist wichtig, dass man die Tischmanieren beachtet.;It is important to observe table manners.
Wir mussten einige Minuten warten, bis unser bestelltes Gericht fertig war.;We had to wait a few minutes until our ordered dish was ready.
Obwohl wir schon bestellt hatten, fragte der Kellner, ob wir noch zusätzliche Getränke möchten.;Although we had already ordered, the waiter asked if we wanted any additional drinks.
Wenn Sie möchten, kann ich Ihnen ein Dessert empfehlen, das sehr beliebt ist.;If you like, I can recommend a dessert that is very popular.
Wir entschieden uns, die Vorspeisen zu teilen.;We decided to share the appetizers.
Der Kellner bot uns an, das Hauptgericht nach unseren Wünschen anzupassen.;The waiter offered to customize the main course according to our wishes.
Nachdem wir das Dessert gegessen hatten, bestellten wir noch Kaffee.;After we had eaten the dessert, we ordered coffee.
Sie fragte, ob wir möchten, dass das Essen warm bleibt, bis wir fertig sind.;She asked if we wanted the food to stay warm until we finished.
Es wird empfohlen, bei großen Gruppen vorher einen Tisch zu reservieren.;It is recommended to reserve a table in advance for large groups.
Wir diskutierten, ob wir ein leichtes oder ein reichhaltiges Menü wählen sollten.;We discussed whether to choose a light or a hearty menu.
Obwohl das Restaurant klein war, fühlten wir uns sehr wohl.;Although the restaurant was small, we felt very comfortable.
Wenn du möchtest, kann ich dir das Menü mit den meisten Empfehlungen vorstellen.;If you like, I can present you the menu with the most recommendations.
Wir entschieden uns, die Weine nach dem Geschmack des Kellners zu wählen.;We decided to choose the wines according to the waiter’s suggestion.
Der Koch erklärte, dass die Pastagerichte täglich frisch zubereitet werden.;The chef explained that the pasta dishes are prepared fresh daily.
Nachdem wir die Hauptspeise gegessen hatten, brachte der Kellner das Dessert.;After we had eaten the main course, the waiter brought the dessert.
Sie fragte, ob wir das Menü lieber à la carte oder als Set wählen möchten.;She asked if we preferred to choose the menu à la carte or as a set.
Es ist wichtig, dass man das Trinkgeld angemessen gibt.;It is important to give an appropriate tip.
Wir mussten die Bestellung ändern, weil ein Gericht ausverkauft war.;We had to change the order because a dish was sold out.
Obwohl wir spät ankamen, wurden wir herzlich begrüßt.;Although we arrived late, we were warmly welcomed.
Wenn Sie möchten, kann ich Ihnen ein Gericht empfehlen, das typisch für die Region ist.;If you like, I can recommend a dish that is typical for the region.
Wir entschieden uns, das Mittagsmenü zu probieren, da es sehr günstig war.;We decided to try the lunch menu because it was very affordable.
Obwohl das Restaurant laut war, genossen wir die Atmosphäre.;Although the restaurant was noisy, we enjoyed the atmosphere.
Wenn Sie möchten, kann ich Ihnen ein Gericht mit regionalem Käse empfehlen.;If you like, I can recommend a dish with local cheese.
Der Kellner erklärte, dass alle Salate frisch zubereitet werden.;The waiter explained that all salads are prepared fresh.
Nachdem wir die Getränke bekommen hatten, begannen wir mit der Vorspeise.;After we had received the drinks, we started with the appetizer.
Sie fragte, ob wir den Nachtisch jetzt oder später genießen möchten.;She asked if we wanted to enjoy the dessert now or later.
Es wird empfohlen, die Spezialitäten des Küchenchefs zu probieren.;It is recommended to try the chef’s specialties.
Wir diskutierten, ob wir einen Tisch im Innen- oder Außenbereich wählen sollten.;We discussed whether to choose a table inside or outside.
Obwohl wir keinen Tisch reserviert hatten, konnten wir sofort Platz nehmen.;Although we had not reserved a table, we could sit immediately.
Wenn du möchtest, kann ich dir ein Gericht mit frischem Gemüse empfehlen.;If you like, I can recommend a dish with fresh vegetables.
Wir entschieden uns, den Fisch des Tages zu probieren.;We decided to try the fish of the day.
Der Koch erklärte, dass alle Gewürze sorgfältig ausgewählt werden.;The chef explained that all spices are carefully selected.
Nachdem wir die Hauptgerichte gegessen hatten, brachte der Kellner den Käsewagen.;After we had eaten the main courses, the waiter brought the cheese cart.
Sie fragte, ob wir mit dem Geschmack des Weins zufrieden seien.;She asked if we were satisfied with the taste of the wine.
Es ist wichtig, dass man höflich bleibt, auch wenn das Essen länger dauert.;It is important to remain polite, even if the food takes longer.
Wir mussten die Bestellung ändern, weil ein Gericht nicht verfügbar war.;We had to change the order because a dish was not available.
Obwohl der Abend spät begann, wurde es sehr angenehm.;Although the evening started late, it became very pleasant.
Wenn Sie möchten, kann ich Ihnen ein Dessert empfehlen, das sehr beliebt ist.;If you like, I can recommend a dessert that is very popular.
Wir entschieden uns, die Vorspeisen zu teilen, um alles probieren zu können.;We decided to share the appetizers to be able to try everything.
